name,RA,DEC,D,e_D,mem_class,r,e_r,J,e_J,K,e_K,G,e_G,RP,e_RP,BP,e_BP,binary,ruwe,mass,e_mass,Lbol,e_Lbol,tau,EW,e_EW,chi,e_chi,Teff,e_Teff,Prot,xflux,e_xflux,x_source,xflag,radius,e_radius
2MASS J08403184+2012060,130.132699,20.201674,178.98,0.61,ms,nan,nan,nan,nan,9.831,0.014,11.34,0.003,10.812,0.004,11.707,0.003,1,1.048,0.9512,0.0017,2861.91049,17.18647,15.26294,2.48242,0.01802,9.57758,0.95794,5553.121,4.334,nan,1.18E-14,1.33E-15,x,nan,0.92837329,0.001906846
2MASS J08403296+1911395,130.137359,19.19433,179.18,0.94,ms,nan,nan,nan,nan,7.964,0.015,8.601,0.003,8.344,0.004,8.733,0.003,0,1.06,1.8044,0.0059,35511.36569,483.70921,nan,5.73767,0.00659,nan,nan,7613.732,24.972,nan,3.09E-15,8.56E-16,x,nan,1.7474188,0.000440678
2MASS J08403347+1938009,130.139469,19.633604,184.95,0.54,ms,nan,nan,nan,nan,10.169,0.018,11.963,0.003,11.363,0.004,12.404,0.003,1,0.852,0.8801,0.0007,1758.55503,10.6868,17.78177,1.90181,0.13375,8.76327,0.87656,5270.512,3.618,nan,1.20E-14,1.17E-15,x,nan,0.813186293,0.001315618
2MASS J08403357+2118547,130.13988,21.315207,227.83,2,ms,nan,nan,nan,nan,10.097,0.02,11.52,0.003,11.027,0.004,11.855,0.003,0,1.156,0.9969,0.0028,3877.40081,50.78545,13.89152,nan,nan,9.58149,0.95841,5754.393,14.128,nan,nan,nan,nan,nan,1.008878659,0.002825688
2MASS J08403360+1840282,130.140011,18.674517,186.26,1.31,ms,nan,nan,nan,nan,9.832,0.016,11.446,0.003,10.901,0.004,11.829,0.004,1,1.514,0.9485,0.0017,2810.83158,43.99065,15.35078,2.44048,0.02693,9.51995,0.95332,5539.59,11.802,nan,nan,nan,nan,nan,0.92506672,0.00219188
2MASS J08403416+1821331,130.142372,18.359196,177.96,3.59,ms,nan,nan,nan,nan,13.625,0.046,17.497,0.003,16.24,0.006,19.252,0.034,0,0.981,0.2347,0.0051,28.69671,0.94456,98.84738,nan,nan,3.42782,0.34571,3217.117,7.672,8.69,nan,nan,nan,nan,0.277084236,0.0033244
2MASS J08403495+2036038,130.145665,20.601057,173.87,4.41,ms,nan,nan,nan,nan,13.964,0.05,18.034,0.003,16.733,0.009,20.05,0.092,0,1.036,0.1997,0.003,18.76657,0.75203,110.3688,-6.28196,0.55845,2.98432,0.30114,3144.078,6.563,0.792,nan,nan,nan,nan,0.236424199,0.003740885
2MASS J08403623+2133421,130.150983,21.561705,185.32,0.77,ms,nan,nan,nan,nan,9.974,0.018,11.535,0.003,10.997,0.004,11.912,0.003,0,1.069,0.9364,0.0016,2551.08514,20.81693,15.74726,2.36132,0.02501,9.23816,0.92394,5471.046,3.922,8.88,nan,nan,nan,nan,0.908538178,0.002392199
2MASS J08403626+1757003,130.1511,17.950111,187.11,1.93,ms,nan,nan,nan,nan,12.578,0.024,16.381,0.003,15.163,0.005,17.934,0.016,0,1.023,0.3783,0.0018,68.59805,1.41633,64.10726,nan,nan,4.69978,0.47015,3441.074,2.367,1.331,1.25E-13,1.16E-14,rx,nan,0.377611367,0.003550198
2MASS J08403789+2020178,130.157888,20.338303,184.58,0.9,ms,nan,nan,nan,nan,11.367,0.02,14.373,0.003,13.415,0.004,15.307,0.003,0,0.96,0.5966,0.0011,311.57442,1.08843,35.11212,0.23074,0.02271,6.65306,0.66534,3943.168,2.272,15.654,nan,nan,nan,nan,0.609536223,0.000265035
2MASS J08403924+1913418,130.163504,19.228298,173.7,3.04,ms,nan,nan,nan,nan,7.23,0.021,7.772,0.003,7.568,0.004,7.867,0.003,1,2.481,1.927,0.0131,79172.51339,3053.03644,nan,7.63151,0.28869,nan,nan,8711.721,21.91,nan,4.75E-14,2.71E-15,rx,nan,2.004003397,0.028044551
2MASS J08403937+1956238,130.164065,19.939966,231.49,11.83,ms,nan,nan,nan,nan,12.686,0.027,16.684,0.004,15.378,0.005,18.344,0.015,1,3.33,0.3909,0.0086,79.27651,8.20076,61.8093,-6.93267,0.27887,4.79067,0.48304,3457.83,11.4,nan,2.06E-14,7.54E-16,rx,nan,0.402744448,0.017100277
2MASS J08403942+1942553,130.164255,19.715378,184.24,2.16,ms,nan,nan,nan,nan,12.59,0.024,16.542,0.003,15.185,0.008,17.957,0.014,2,1.009,0.3591,0.0031,58.6988,1.01695,67.81445,-3.30149,0.04085,4.54514,0.45531,3412.564,4.973,19.76,2.73E-14,7.43E-15,x,nan,0.354352484,0.001895991
2MASS J08403952+1849057,130.164699,18.818274,183.86,0.71,ms,nan,nan,nan,nan,11.004,0.016,13.641,0.003,12.797,0.004,14.393,0.003,0,1.047,0.6697,0.0008,465.65,2.43282,29.13663,0.70393,0.03563,7.73884,0.7741,4218.966,3.233,13.181,nan,nan,nan,nan,0.653198378,0.000630433
2MASS J08403992+1940092,130.166363,19.669224,185.29,1.25,ms,nan,nan,nan,nan,9.189,0.018,10.692,0.003,10.178,0.004,11.043,0.004,2,1.998,1.0674,0.0023,5410.49894,71.89204,12.08125,2.70892,0.01242,9.35979,0.93602,5952.145,6.879,nan,2.95E-14,1.77E-15,rx,nan,1.115501307,0.004815458
2MASS J08404047+1940147,130.168655,19.670759,197.92,8.86,ms,nan,nan,nan,nan,14.301,0.075,18.514,0.004,17.1,0.027,19.328,0.167,0,0.919,0.1887,0.0053,16.26108,1.15556,114.2976,nan,nan,2.83735,0.29234,3120.141,11.467,nan,nan,nan,nan,nan,0.222780263,0.006536343
2MASS J08404166+1930007,130.173602,19.500216,170.73,7.32,ms,nan,nan,nan,nan,13.536,0.037,17.799,0.006,16.361,0.007,19.624,0.045,0,1.922,0.2105,0.0051,21.60741,1.4718,106.65403,-6.1331,0.26242,3.12888,0.3201,3167.623,11.007,0.282,4.66E-15,9.23E-16,x,nan,0.249845016,0.006273978
2MASS J08404189+1913255,130.17458,19.223751,183.17,12.4,ms,nan,nan,nan,nan,9.063,0.018,10.45,0.003,9.971,0.004,10.76,0.003,2,7.643,1.141,0.0347,6609.16388,782.23928,10.52214,3.17635,0.01642,9.21211,0.92656,6078.532,90.221,nan,3.28E-14,6.51E-15,rx,nan,1.178851566,0.037476286
2MASS J08404248+1933576,130.177036,19.566011,184.37,0.71,ms,nan,nan,nan,nan,9.706,0.018,11.173,0.003,10.664,0.004,11.523,0.003,0,1.079,0.9837,0.001,3484.13607,16.20838,14.27137,2.76901,0.01508,9.69504,0.96951,5674.623,4.031,8.366,1.12E-14,1.05E-15,x,nan,0.987236421,0.002821945
2MASS J08404249+1655072,130.177078,16.91868,212.3,18.63,ms,nan,nan,nan,nan,15.282,0.14,19.822,0.005,18.468,0.031,21.286,0.14,0,1.16,0.1333,0.0079,7.35063,0.98888,136.61883,nan,nan,2.01078,0.23757,2964.446,26.393,nan,nan,nan,nan,nan,0.16659868,0.008120899
2MASS J08404321+1943095,130.180045,19.719328,185.32,1.07,giant,nan,nan,nan,nan,6.329,0.017,6.81,0.003,6.621,0.004,6.894,0.003,2,1.003,2.8944,0.0154,331451.8922,6225.30273,nan,nan,nan,nan,nan,11066.725,39.182,nan,nan,nan,nan,nan,2.57480526,0.009060772
2MASS J08404426+2028187,130.184453,20.471863,194.71,1.18,ms,nan,nan,nan,nan,10.402,0.018,13.522,0.003,12.546,0.006,14.469,0.008,1,2.386,0.6911,0.0007,544.07392,8.94682,27.63283,-1.87662,0.07076,8.26701,0.82796,4315.224,9.917,nan,3.91E-14,1.30E-14,r,nan,0.672479851,0.002266722
2MASS J08404439+1839235,130.18498,18.656548,182.97,0.63,ms,nan,nan,nan,nan,10.5,0.016,12.627,0.003,11.935,0.004,13.162,0.003,2,0.957,0.774,0.0012,1042.50132,8.22434,22.62974,1.02715,0.03156,9.28201,0.92823,4802.553,5.607,nan,nan,nan,nan,nan,0.749987971,0.001023818
2MASS J08404608+1918346,130.192015,19.309612,183.58,0.66,ms,nan,nan,nan,nan,8.534,0.02,9.457,0.003,9.104,0.004,9.662,0.003,1,1.014,1.4006,0.0046,16671.95896,146.3462,nan,4.60193,0.00834,nan,nan,6697.525,6.073,nan,6.95E-14,2.75E-14,r,nan,1.548482928,0.003416036
2MASS J08404609+1649073,130.192061,16.818708,185.92,5.37,ms,nan,nan,nan,nan,14.055,0.05,18.231,0.003,16.919,0.011,20.137,0.07,0,1.018,0.1968,0.0034,18.08234,0.82568,111.37206,nan,nan,2.94623,0.29816,3137.874,7.458,1.84,nan,nan,nan,nan,0.232887952,0.004251206
2MASS J08404692+2028291,130.195505,20.474775,187.89,5.52,ms,nan,nan,nan,nan,11.68,0.022,15.169,0.003,14.031,0.005,16.345,0.005,1,4.41,0.5101,0.0066,167.94788,7.86585,44.20554,-0.61956,0.14989,5.81364,0.58513,3687.859,18.222,nan,3.91E-14,1.30E-14,r,nan,0.511890164,0.007123043
2MASS J08404761+1854119,130.198405,18.903316,185.68,1.39,ms,nan,nan,nan,nan,9.686,0.02,11.265,0.003,10.736,0.004,11.63,0.003,0,1.578,0.9761,0.0015,3274.26219,55.40889,14.49571,2.52877,0.01057,9.73716,0.97376,5636.396,8.745,8.89,3.07E-14,2.66E-15,x,nan,0.965984841,0.004081214
2MASS J08404779+2028479,130.199141,20.479975,180.66,1.27,ms,nan,nan,nan,nan,12.248,0.023,15.965,0.003,14.782,0.004,17.432,0.008,0,1.096,0.4068,0.0016,91.60024,0.86463,59.02612,-4.15129,0.19517,4.94022,0.49442,3485.402,3.672,7.365,nan,nan,nan,nan,0.425278313,0.001020038
2MASS J08404798+1939321,130.199957,19.658943,184.45,4.84,ms,nan,nan,nan,nan,9.254,0.018,10.826,0.003,10.288,0.004,11.186,0.003,1,8.293,1.039,0.0123,4783.96895,231.88549,12.76877,2.49253,0.01748,9.44223,0.94453,5881.007,28.779,nan,2.64E-14,2.92E-15,rx,nan,1.072003979,0.016445258
2MASS J08404832+1955189,130.201368,19.921923,184.43,0.64,ms,nan,nan,nan,nan,9.507,0.02,10.869,0.003,10.385,0.004,11.188,0.003,0,1.06,1.0296,0.0014,4612.37736,34.93284,13.00756,2.96928,0.01661,9.46066,0.94607,5858.896,4.213,7.43,2.75E-14,4.22E-15,x,nan,1.059411282,0.002246969
2MASS J08405028+1823594,130.209518,18.399841,183.17,12.4,ms,nan,nan,nan,nan,14.958,0.13,19.817,0.006,18.291,0.022,21.09,0.15,0,1.161,0.1212,0.0033,6.00765,0.42558,142.14157,-11.41735,2.33629,1.79697,0.20097,2919.845,18.774,nan,nan,nan,nan,nan,0.154392142,0.002972476
2MASS J08405187+1956302,130.216131,19.94173,182.96,1.47,ms,nan,nan,nan,nan,12.4,0.022,15.951,0.003,14.809,0.004,17.284,0.009,1,1.07,0.4112,0.0019,93.93122,1.00906,58.29123,-0.74772,0.02357,4.9935,0.49986,3495.224,4.177,25.917,2.05E-15,3.02E-16,x,nan,0.428006651,0.00116014
2MASS J08405231+1910284,130.217989,19.174561,175.12,6.67,ms,nan,nan,nan,nan,12.104,0.022,16.008,0.004,14.75,0.005,17.586,0.011,1,4.45,0.3964,0.0064,84.48566,6.477,60.82909,-5.80737,0.08729,4.83064,0.48529,3465.2,8.555,nan,2.37E-14,4.01E-15,x,nan,0.413799854,0.012832058
2MASS J08405247+2015594,130.218659,20.266527,186.88,0.63,ms,nan,nan,nan,nan,7.804,0.018,8.429,0.003,8.191,0.004,8.55,0.003,0,0.839,1.873,0.0036,46683.08468,309.81182,nan,5.94102,0.00955,nan,nan,8073.287,13.645,nan,nan,nan,nan,nan,1.783594042,0.000718167
2MASS J08405249+1801012,130.218732,18.017027,166.64,7.02,ms,nan,nan,nan,nan,14.542,0.087,18.787,0.004,17.473,0.014,20.605,0.097,0,1.001,0.1554,0.0039,10.44885,0.66785,127.17181,nan,nan,2.38351,0.24813,3037.989,12.956,0.95,nan,nan,nan,nan,0.189227405,0.003986308
2MASS J08405252+1928595,130.218866,19.483213,184.37,0.82,ms,nan,nan,nan,nan,9.049,0.02,10.176,0.003,9.76,0.004,10.434,0.003,2,0.964,1.196,0.0013,8475.94668,82.47046,9.53702,3.8055,0.00979,8.99424,0.89944,6233.405,4.205,nan,4.11E-14,3.75E-15,x,nan,1.276006982,0.004331391
2MASS J08405326+1844540,130.221925,18.748335,184.99,5.1,ms,nan,nan,nan,nan,13.674,0.043,17.742,0.003,16.456,0.007,19.585,0.054,0,1.031,0.2233,0.0033,25.52844,1.11236,102.44266,-5.73474,0.11121,3.2999,0.33288,3195.477,7.124,1.399,nan,nan,nan,nan,0.265722061,0.00406082
2MASS J08405382+1922440,130.224274,19.378904,178.16,1.05,ms,nan,nan,nan,nan,11.633,0.022,14.894,0.003,13.856,0.004,15.987,0.004,0,1.029,0.5269,0.0014,188.60503,1.80625,42.23631,-1.24578,0.48745,5.97468,0.59761,3734.039,3.794,16.515,nan,nan,nan,nan,0.529942548,0.001483284
2MASS J08405386+1911136,130.224421,19.187115,163.66,5.94,ms,nan,nan,nan,nan,14.907,0.128,19.26,0.004,17.907,0.03,21.813,0.184,0,0.973,0.1332,0.0034,7.33522,0.4035,136.67753,nan,nan,2.00868,0.20792,2964.007,11.197,nan,nan,nan,nan,nan,0.166463692,0.003445323
2MASS J08405397+2005243,130.224895,20.090107,182.01,1.99,ms,nan,nan,nan,nan,12.88,0.026,16.553,0.003,15.37,0.005,18.008,0.011,0,1.118,0.3545,0.0029,57.23612,0.92554,68.73239,0,0,4.50551,0.45125,3405.258,4.644,20.589,nan,nan,nan,nan,0.351567063,0.001770687
2MASS J08405404+2145241,130.225167,21.75671,184.18,5.83,ms,nan,nan,nan,nan,14.242,0.064,18.493,0.003,17.058,0.012,19.876,0.078,1,0.986,0.1813,0.0036,14.78553,0.69059,117.02951,nan,nan,2.73685,0.27835,3103.772,8.261,nan,nan,nan,nan,nan,0.214384356,0.003469426
2MASS J08405415+1904552,130.22564,19.08201,191.4,9.04,ms,nan,nan,nan,nan,14.555,0.096,18.774,0.004,17.423,0.014,20.806,0.131,0,0.996,0.1707,0.0054,12.94289,0.90505,121.06979,nan,nan,2.60553,0.26857,3079.687,12.231,0.73,6.95E-15,2.33E-15,x,nan,0.204268366,0.005136913
2MASS J08405443+1601007,130.22681,16.016886,188.35,4.32,ms,nan,nan,nan,nan,14.315,0.051,18.925,0.004,17.51,0.01,21.068,0.119,1,0.995,0.1609,0.0021,11.41426,0.39626,124.91624,-4.96196,0.45057,2.4819,0.25108,3056.468,7.136,nan,nan,nan,nan,nan,0.194913265,0.002195758
2MASS J08405487+1956067,130.228664,19.9352,179.86,0.52,ms,nan,nan,nan,nan,10.132,0.018,11.87,0.003,11.281,0.004,12.299,0.004,0,0.986,0.8831,0.0007,1808.5289,10.90261,17.66341,1.94607,0.0287,8.66909,0.86714,5287.245,3.589,9.134,1.13E-14,5.98E-16,x,nan,0.819271038,0.00130513
2MASS J08405531+1834592,130.230466,18.583136,187.14,0.82,ms,nan,nan,nan,nan,11.128,0.022,13.913,0.003,13.026,0.004,14.733,0.003,0,1.077,0.6485,0.0009,406.06634,2.37664,30.73377,0.28539,0.03058,7.3098,0.73119,4134.019,3.621,12.49,nan,nan,nan,nan,0.63663379,0.000706025
2MASS J08405548+1817523,130.231208,18.297869,214.75,7.22,ms,nan,nan,nan,nan,13.861,0.053,17.719,0.003,16.477,0.006,19.41,0.039,0,1.012,0.2566,0.0085,32.96294,1.81288,92.35626,nan,nan,3.61994,0.36952,3249.951,12.683,nan,nan,nan,nan,nan,0.291311885,0.005495803
2MASS J08405572+1849343,130.232172,18.826195,178.49,5.12,ms,nan,nan,nan,nan,13.455,0.036,17.312,0.003,16.074,0.006,18.914,0.036,0,1.017,0.2573,0.0072,33.0959,1.55117,92.17519,-4.04402,0.25736,3.62552,0.36807,3250.904,10.85,2.095,nan,nan,nan,nan,0.291725101,0.004701828
2MASS J08405590+1814462,130.232921,18.246181,182.39,2.56,ms,nan,nan,nan,nan,12.826,0.027,16.755,0.003,15.476,0.005,18.51,0.02,1,1.069,0.3305,0.0037,50.10416,1.0376,73.8194,nan,nan,4.28927,0.43023,3366.727,5.935,nan,1.15E-14,3.74E-15,x,nan,0.336877137,0.00226257
2MASS J08405630+1934492,130.234598,19.580351,181.98,1.13,giant,nan,nan,nan,nan,6.28,0.018,6.75,0.003,6.578,0.004,6.818,0.003,1,0.937,2.919,0.0165,341436.9514,6874.42062,nan,nan,nan,nan,nan,11129.223,41.974,nan,1.12E-14,4.53E-15,x,nan,2.589257704,0.009706483
2MASS J08405669+1944052,130.236239,19.734787,187.22,0.53,ms,nan,nan,nan,nan,10.213,0.02,11.97,0.003,11.376,0.004,12.403,0.003,0,0.918,0.8819,0.0006,1788.44659,10.59883,17.71045,1.88178,0.01963,8.70662,0.87089,5280.577,3.528,9.27,nan,nan,nan,nan,0.816846298,0.001283077
2MASS J08405693+1956055,130.237228,19.934862,183.77,0.71,ms,nan,nan,nan,nan,8.051,0.023,8.654,0.003,8.391,0.004,8.797,0.003,2,0.887,1.8035,0.0044,35590.17163,366.32476,nan,5.93867,0.03574,nan,nan,7617.823,18.901,nan,nan,nan,nan,nan,1.747491003,0.000333546
2MASS J08405751+2028414,130.239652,20.478193,179.01,6.83,ms,nan,nan,nan,nan,14.308,0.075,18.398,0.003,17.102,0.008,20.403,0.107,0,0.975,0.183,0.0044,15.11981,0.85223,116.36605,nan,nan,2.76169,0.28281,3107.818,9.923,0.232,nan,nan,nan,nan,0.216083519,0.004167468
2MASS J08405784+2307169,130.241002,23.121378,168.48,6.66,ms,nan,nan,nan,nan,14.166,0.072,18.37,0.003,17.068,0.008,20.265,0.064,1,1.033,0.1775,0.0045,14.09975,0.82361,118.45322,nan,nan,2.68802,0.27431,3095.178,10.273,nan,nan,nan,nan,nan,0.210774888,0.004314649
2MASS J08405807+2012503,130.241998,20.213997,181.78,4.87,ms,nan,nan,nan,nan,14.01,0.06,18.184,0.003,16.887,0.01,20.195,0.079,1,1.055,0.1967,0.0032,18.05758,0.76451,111.40928,-8.05199,0.4118,2.94482,0.29754,3137.645,6.926,nan,nan,nan,nan,nan,0.232757466,0.003947958
2MASS J08405826+1926524,130.242785,19.44791,197.82,11.17,ms,nan,nan,nan,nan,14.442,0.086,18.74,0.004,17.43,0.011,20.504,0.122,0,1.173,0.1763,0.0064,13.89795,1.16398,118.88928,nan,nan,2.67413,0.27842,3092.57,14.554,0.29,nan,nan,nan,nan,0.209679263,0.006112721
2MASS J08405844+1850463,130.243531,18.846195,181.93,3.23,ms,nan,nan,nan,nan,13.134,0.034,16.981,0.003,15.738,0.005,18.616,0.028,0,0.981,0.3022,0.0047,42.86694,1.1218,80.34861,-5.62633,0.22817,4.03444,0.40564,3321.559,7.479,2.9,nan,nan,nan,nan,0.319657021,0.002851515
2MASS J08405865+1840303,130.244409,18.675091,193.14,7.4,ms,nan,nan,nan,nan,10.488,0.016,13.211,0.003,12.361,0.004,13.959,0.003,1,12.969,0.7124,0.0082,714.06167,32.0414,26.22531,0,0,9.07447,0.90777,4506.177,43.573,nan,1.07E-13,3.61E-14,r,nan,0.705963259,0.003267961
2MASS J08405877+2228499,130.244883,22.480555,183.83,20.64,ms,nan,nan,nan,nan,14.891,0.117,19.177,0.004,17.85,0.019,20.781,0.151,0,0.976,0.1477,0.01,9.24749,1.60062,130.36583,-8.90973,1.154,2.24752,0.28654,3012.449,33.381,nan,nan,nan,nan,nan,0.18136899,0.010271141
2MASS J08405890+1914167,130.245439,19.237984,186.45,7.04,ms,nan,nan,nan,nan,13.979,0.049,18.356,0.003,16.972,0.007,20.471,0.104,0,0.932,0.1902,0.0045,16.59719,0.99269,113.72706,-8.4184,0.177,2.85833,0.29198,3123.558,9.703,0.249,nan,nan,nan,nan,0.22472812,0.005530825
2MASS J08405967+1822044,130.248656,18.367903,167.6,2.01,ms,nan,nan,nan,nan,9.683,0.02,11.706,0.003,11.044,0.004,12.214,0.003,1,3.807,0.8841,0.0024,1825.33741,41.60584,17.62455,1.39895,0.18399,8.638,0.86711,5292.77,13.458,nan,1.27E-14,2.86E-15,x,nan,0.821279888,0.004893981
2MASS J08410104+2238305,130.254356,22.64183,170.64,5.66,ms,nan,nan,nan,nan,14.399,0.084,18.642,0.003,17.32,0.016,20.507,0.102,0,0.99,0.1644,0.0038,11.95908,0.58547,123.54458,nan,nan,2.52936,0.25709,3065.381,8.649,2.19,nan,nan,nan,nan,0.198260038,0.00363253
2MASS J08410176+1748515,130.257347,17.814329,193.86,4.77,ms,nan,nan,nan,nan,13.51,0.032,17.527,0.003,16.28,0.006,19.262,0.026,0,1.082,0.2531,0.0062,32.22904,1.29465,93.37665,nan,nan,3.58873,0.363,3244.617,9.33,1.307,nan,nan,nan,nan,0.289000576,0.004042874
2MASS J08410262+2027278,130.260941,20.457727,184.39,0.48,ms,nan,nan,nan,nan,10.291,0.016,12.084,0.003,11.47,0.004,12.539,0.004,0,0.891,0.8534,0.0014,1542.43613,5.05388,18.86459,1.72233,0.01836,9.35169,0.93524,5158.492,2.486,9.632,nan,nan,nan,nan,0.794698334,0.000497233
2MASS J08410264+1810067,130.261013,18.168539,199.41,6.9,ms,nan,nan,nan,nan,13.889,0.054,18.071,0.003,16.79,0.008,19.869,0.072,0,1.019,0.2141,0.0041,22.64761,1.24042,105.44689,nan,nan,3.1771,0.32238,3175.477,8.907,1.23,nan,nan,nan,nan,0.254321608,0.005076957
2MASS J08410314+1855550,130.263092,18.931969,196.6,3.82,ms,nan,nan,nan,nan,13.096,0.031,16.886,0.003,15.663,0.006,18.489,0.016,0,0.979,0.3343,0.0051,51.1934,1.46601,72.96842,-3.74384,0.05989,4.3244,0.43489,3372.954,8.175,12.368,1.18E-14,3.92E-15,x,nan,0.339251112,0.003116599
2MASS J08410314+1918093,130.263122,19.302584,189.09,7.61,ms,nan,nan,nan,nan,14.212,0.069,18.334,0.003,17.001,0.009,20.274,0.092,0,1.038,0.1931,0.0048,17.23812,1.09961,112.67895,-6.49759,0.16232,2.89719,0.29658,3129.887,10.329,0.69,nan,nan,nan,nan,0.228335661,0.005887585
2MASS J08410333+1837158,130.263908,18.621075,183.17,12.4,ms,nan,nan,nan,nan,14.356,0.075,19.714,0.012,17.587,0.026,21.075,0.179,1,1.882,0.1241,0.0062,6.34718,0.65776,140.79486,-6.64691,0.32415,1.86365,0.21096,2933.754,20.619,nan,nan,nan,nan,nan,0.157155203,0.006344211
2MASS J08410532+2028245,130.272173,20.47348,188.09,0.83,ms,nan,nan,nan,nan,11.411,0.019,14.402,0.003,13.446,0.004,15.334,0.004,0,1.142,0.5978,0.001,312.75475,0.99695,34.99981,0.2148,0.02513,6.66051,0.66608,3945.631,2.073,14.805,nan,nan,nan,nan,0.609823593,0.00024188
2MASS J08410576+1732280,130.274012,17.541113,182.83,1.85,ms,nan,nan,nan,nan,12.165,0.022,15.787,0.003,14.628,0.004,17.158,0.008,0,1.174,0.4283,0.0023,103.64819,1.39522,55.51402,nan,nan,5.1793,0.51852,3533.7,5.226,0.869,nan,nan,nan,nan,0.438694581,0.00145177
2MASS J08410646+1906106,130.276957,19.10297,175.85,6.59,ms,nan,nan,nan,nan,14.173,0.06,18.365,0.003,17.059,0.01,20.194,0.107,1,0.977,0.1827,0.0043,15.0621,0.83376,116.47923,-6.60831,0.23739,2.75744,0.28217,3107.126,9.749,nan,nan,nan,nan,nan,0.215792868,0.004094732
2MASS J08410689+1926370,130.278743,19.443624,177.95,2.49,ms,nan,nan,nan,nan,12.853,0.03,16.627,0.003,15.411,0.005,18.152,0.014,0,0.978,0.3395,0.0037,52.68345,1.08768,71.85085,-1.9847,0.04952,4.37126,0.4384,3381.261,5.917,25.478,9.17E-15,2.44E-15,x,nan,0.342418083,0.002255728
2MASS J08410725+1926489,130.280216,19.44693,180.77,0.58,ms,nan,nan,nan,nan,10.288,0.018,12.17,0.003,11.546,0.004,12.638,0.003,0,0.961,0.8247,0.0017,1443.87067,5.6076,20.12546,1.81525,0.1979,9.58327,0.95842,5108.304,2.946,9.589,1.54E-14,2.12E-15,x,nan,0.78466072,0.000589195
2MASS J08410737+1904164,130.280726,19.071245,183.17,12.4,ms,nan,nan,nan,nan,8.636,0.019,10.328,0.005,9.537,0.004,10.359,0.003,1,nan,1.1707,0.0347,7274.53197,861.34971,9.97227,2.96081,0.00836,9.10446,0.92049,6155.897,90.256,nan,2.70E-14,6.22E-15,x,nan,1.210988152,0.037491095
2MASS J08410746+2154566,130.281121,21.915739,166.97,4.85,ms,nan,nan,nan,nan,14.246,0.059,18.365,0.003,17.018,0.013,20.454,0.074,1,0.998,0.1767,0.0033,13.96217,0.59819,118.74962,nan,nan,2.67857,0.27089,3093.404,7.591,nan,nan,nan,nan,nan,0.210029668,0.003188347
2MASS J08410835+1652421,130.284809,16.878372,217.41,2.93,ms,nan,nan,nan,nan,13.347,0.027,16.567,0.003,15.495,0.004,17.749,0.007,0,0.986,0.3894,0.0023,77.90054,2.0969,62.08221,nan,nan,4.77967,0.47826,3455.802,3.076,26.34,nan,nan,nan,nan,0.399702828,0.004614243
2MASS J08410852+1954018,130.285536,19.900511,183.17,12.4,uc,nan,nan,nan,nan,15.524,0.198,21.009,0.016,19.422,0.083,21.361,0.324,2,nan,0.0909,0.0013,2.64964,0.25735,157.08832,nan,nan,0.88334,0.11396,2698.936,26.838,nan,1.23E-15,3.79E-16,x,nan,0.121893601,0.00268381
2MASS J08410926+1734170,130.288596,17.571402,177.3,3.88,ms,nan,nan,nan,nan,13.862,0.042,17.959,0.003,16.668,0.007,19.815,0.063,0,1.073,0.2062,0.0026,20.42525,0.70587,108.1194,nan,nan,3.07118,0.30909,3158.225,5.675,2.18,nan,nan,nan,nan,0.24448801,0.0032348
2MASS J08410961+1951186,130.290049,19.855192,190,1.51,ms,nan,nan,nan,nan,8.939,0.018,10.52,0.003,9.993,0.004,10.878,0.003,2,2.337,1.1433,0.0043,6658.69545,91.98239,10.47779,2.46537,0.13091,9.20547,0.92063,6084.554,11.065,nan,4.15E-13,1.23E-14,rx,nan,1.181353025,0.004596349
2MASS J08410979+1956072,130.29082,19.935356,184.46,0.51,ms,nan,nan,nan,nan,10.763,0.02,13.193,0.003,12.413,0.004,13.853,0.003,0,1.049,0.7042,0.0007,683.34081,2.46579,26.75492,0.7716,0.03472,8.91611,0.89173,4462.523,3.576,13.417,2.77E-15,5.76E-16,x,nan,0.702689254,0.000268166
2MASS J08411002+1930322,130.291767,19.508951,186.01,0.54,ms,nan,nan,nan,nan,8.908,0.02,9.987,0.003,9.58,0.004,10.237,0.003,1,0.943,1.2486,0.0028,10312.02831,66.44204,8.71805,4.01656,0.03405,8.85439,0.88546,6347.481,4.881,2.898,3.98E-14,7.35E-15,rx,nan,1.357740628,0.002440596
2MASS J08411016+1912133,130.292372,19.203703,184.71,4.25,ms,nan,nan,nan,nan,13.895,0.05,18.174,0.003,16.84,0.009,20.117,0.073,0,0.977,0.1992,0.0027,18.64956,0.67773,110.53702,-3.33538,0.13643,2.9779,0.30003,3143.033,5.962,5.136,nan,nan,nan,nan,0.235828705,0.003398599
2MASS J08411024+2207453,130.292686,22.129253,165.43,5.55,ms,nan,nan,nan,nan,14.213,0.065,18.249,0.003,16.935,0.008,20.159,0.078,1,1.018,0.1818,0.0038,14.89413,0.73755,116.81186,nan,nan,2.74499,0.2797,3105.097,8.746,nan,nan,nan,nan,nan,0.214940549,0.00367336
