name,RA,DEC,D,e_D,mem_class,r,e_r,J,e_J,K,e_K,G,e_G,BP,e_BP,RP,e_RP,binary,ruwe,mass,e_mass,Lbol,e_Lbol,tau,EW,e_EW,chi,e_chi,Teff,e_Teff,Prot,xflux,e_xflux,x_source,xflag,radius,e_radius
2MASS J04164329+1649203,64.180400,16.822313,53.24813632,1.616157492,ms,nan,nan,nan,nan,10.275,0.019,14.999,0.004,16.138,0.007,13.045,0.005,2,nan,0.221,0.004,24.89606,1.19596,103.06381,-4.84588,0.02222,3.27417,0.33093,3191.287409,7.837350109,nan,1.07E-13,1.47E-14,r,nan,0.263333823,0.00446729
2MASS J04165445+1621249,64.226897,16.356930,47.3598442,0.03034785,ms,nan,nan,nan,nan,9.585,0.017,13.190,0.003,14.587,0.003,12.028,0.004,0,1.130,0.389,0.000,77.48368,0.23324,62.16613,-0.23133,0.02068,4.77630,0.47763,3455.180501,0.348084305,25.8724,1.61E-14,1.06E-14,r,nan,0.398770752,0.000522126
2MASS J04165650+2052363,64.235442,20.876764,46.0300179,0.30633355,uc,nan,nan,nan,nan,12.608,0.028,17.729,0.003,20.473,0.111,16.246,0.008,0,0.979,0.093,0.000,3.03049,0.02901,156.07684,nan,nan,1.02447,0.10294,2737.819217,2.758605078,nan,nan,nan,nan,nan,0.125781922,0.000275861
2MASS J04170685+2240241,64.278544,22.673386,32.1002312,0.0101986,ms,nan,nan,nan,nan,6.840,0.027,9.312,0.003,9.987,0.003,8.523,0.004,2,0.924,0.705,0.000,687.19665,1.13747,26.68642,0.76773,0.15729,8.93920,0.89395,4468.108928,1.641749708,nan,nan,nan,nan,nan,0.70310817,0.000123131
2MASS J04172280-0431519,64.345005,-4.531094,47.1962128,0.0651493,ms,nan,nan,nan,nan,10.545,0.023,14.374,0.003,16.025,0.004,13.138,0.004,0,1.264,0.254,0.000,32.50725,0.10283,92.98561,nan,nan,3.60065,0.36009,3246.652798,0.748129678,nan,nan,nan,nan,nan,0.289882879,0.00032419
2MASS J04172512+1901478,64.354702,19.029947,47.7524185,0.05284115,ms,nan,nan,nan,nan,7.909,0.023,10.348,0.003,11.028,0.003,9.558,0.004,0,1.132,0.694,0.000,576.99628,2.69339,27.45955,0.69595,0.00690,8.43161,0.84326,4350.945483,2.831566992,12.8430,nan,nan,nan,nan,0.680644682,0.000647215
2MASS J04172811+1454038,64.367146,14.901080,49.1744728,0.04459765,ms,nan,nan,nan,nan,9.621,0.019,13.256,0.003,14.677,0.004,12.083,0.004,0,1.235,0.390,0.000,78.59353,0.25674,61.94399,-3.71786,0.03502,4.78523,0.47853,3456.827579,0.377701028,2.3790,2.04E-13,5.29E-14,rs,nan,0.401241369,0.000566552
2MASS J04173116+3041565,64.379870,30.699038,38.3704491,0.0307617,ms,nan,nan,nan,nan,10.071,0.022,13.900,0.003,15.514,0.004,12.674,0.004,0,1.258,0.257,0.000,33.10473,0.08564,92.16321,nan,nan,3.62589,0.36261,3250.967268,0.612030437,nan,nan,nan,nan,nan,0.291752483,0.000265213
2MASS J04173224+1656591,64.384341,16.949751,43.2310562,0.1597061,ms,nan,nan,nan,nan,12.020,0.021,16.566,0.003,18.945,0.037,15.164,0.005,0,1.051,0.122,0.000,6.13064,0.02525,141.68878,nan,nan,1.82362,0.18244,2925.403429,1.127567069,nan,nan,nan,nan,nan,0.15527221,0.000178531
2MASS J04173384+1430156,64.391026,14.504356,82.6,6.7,uc,nan,nan,nan,nan,14.837,0.125,21.162,1.314,nan,nan,18.852,1.314,0,nan,0.077,0.007,0.97396,0.56516,0.00000,nan,nan,nan,nan,2280.02547,529.9475918,nan,nan,nan,nan,nan,0.101874682,0.006624345
2MASS J04173893+1656521,64.412221,16.947821,46.5435143,0.12189295,ms,nan,nan,nan,nan,6.397,0.018,8.108,0.003,8.502,0.004,7.542,0.004,2,2.359,0.984,0.001,3488.30972,11.74497,14.26377,2.12544,0.18464,9.69389,0.96939,5675.663317,2.919585497,nan,1.94E-12,5.64E-14,r,nan,0.987964322,0.00204371
2MASS J04173969+1224536,64.415401,12.414904,42.3588257,0.12331775,ms,nan,nan,nan,nan,9.868,0.018,14.278,0.003,15.615,0.006,12.590,0.004,2,1.321,0.238,0.001,29.31359,0.15302,97.81808,nan,nan,3.45731,0.34581,3222.155823,1.233379731,nan,nan,nan,nan,nan,0.279267523,0.000534465
2MASS J04174767+1339422,64.448646,13.661744,47.2596855,0.0508213,ms,nan,nan,nan,nan,8.527,0.019,11.771,0.003,12.791,0.003,10.708,0.004,2,1.303,0.545,0.000,214.74292,0.73961,40.26776,nan,nan,6.14092,0.61410,3782.462164,1.085974737,nan,6.79E-14,1.76E-14,r,nan,0.55085419,0.000597286
2MASS J04175061+1828307,64.460905,18.475195,46.1666985,0.1115341,ms,nan,nan,nan,nan,8.992,0.018,12.703,0.003,14.201,0.004,11.501,0.004,2,2.712,0.431,0.001,105.02959,0.38496,55.15249,-2.18051,0.03533,5.20386,0.52043,3538.875467,1.430000636,nan,2.95E-13,3.19E-14,rx,nan,0.440132074,0.000397222
2MASS J04175160+1513378,64.465033,15.227184,47.1907539,0.0559082,ms,nan,nan,nan,nan,10.365,0.017,14.218,0.003,15.864,0.005,12.982,0.004,0,1.077,0.273,0.000,36.44569,0.09717,87.85995,-2.93431,0.02461,3.76403,0.37643,3274.575223,0.770928238,3.6510,nan,nan,nan,nan,0.301744304,0.000293916
2MASS J04175499+1632401,64.479131,16.544498,44.5104752,0.0457382,ms,nan,nan,nan,nan,9.174,0.017,12.951,0.003,14.443,0.004,11.755,0.004,0,1.113,0.397,0.000,85.18546,0.28992,60.70337,-5.80889,0.03165,4.83582,0.48359,3466.15522,0.393491236,0.8723,3.82E-13,1.68E-14,r,nan,0.41523283,0.000590237
2MASS J04175555+1432464,64.481479,14.546240,52.1708336,0.08044815,ms,nan,nan,nan,nan,10.017,0.017,13.751,0.003,15.256,0.005,12.548,0.004,0,1.456,0.356,0.001,57.82177,0.17538,68.36034,-2.04110,0.03550,4.52150,0.45217,3408.20533,0.876850995,10.1180,9.89E-14,3.45E-14,r,nan,0.352690782,0.000334299
2MASS J04180182+1815245,64.507597,18.256823,46.311821,0.08767895,ms,nan,nan,nan,nan,5.950,0.017,7.374,0.003,7.707,0.003,6.865,0.004,2,1.936,1.145,0.001,6696.15173,26.83151,10.44466,nan,nan,9.20049,0.92006,6089.077827,3.225379635,nan,4.65E-13,2.90E-14,rx,nan,1.183232328,0.001339773
2MASS J04180852+1319524,64.535529,13.331224,47.6670036,0.14380265,ms,nan,nan,nan,nan,9.352,0.019,13.950,0.003,15.331,0.036,12.443,0.033,2,1.585,0.308,0.001,44.30646,0.21540,78.91218,nan,nan,4.08839,0.40892,3331.122478,1.404141442,nan,6.75E-13,1.30E-13,s,nan,0.323302945,0.000535329
2MASS J04180899+1724586,64.537471,17.416283,45.4285202,0.05982015,ms,nan,nan,nan,nan,10.759,0.018,14.703,0.003,16.444,0.006,13.444,0.004,0,1.243,0.219,0.000,24.03362,0.07193,103.94415,-3.42584,0.02592,3.23801,0.32382,3185.39836,0.499169748,nan,nan,nan,nan,nan,0.259977065,0.000284527
2MASS J04181077+2317048,64.544909,23.284691,53.7855225,0.0714741,ms,nan,nan,nan,nan,6.937,0.016,9.168,0.003,9.688,0.006,8.458,0.005,2,1.113,0.884,0.000,1819.66332,6.56022,17.63762,0.60738,0.00899,8.64846,0.86493,5290.910534,2.148983186,nan,4.62E-12,9.04E-14,r,nan,0.820603831,0.000781448
2MASS J04181297+1605533,64.554063,16.098146,48.1072998,0.06438065,ms,nan,nan,nan,nan,10.704,0.017,14.750,0.003,16.548,0.006,13.474,0.004,2,1.123,0.223,0.000,25.41374,0.07665,102.55386,-5.82978,0.03870,3.29528,0.32954,3194.725102,0.503055954,nan,1.98E-13,3.03E-14,rs,nan,0.265293308,0.000286742
2MASS J04181375+2539395,64.557307,25.660994,48.8497467,1.239809,ms,nan,nan,nan,nan,11.862,0.022,16.894,0.007,19.337,0.040,15.203,0.004,0,4.654,0.121,0.001,5.94869,0.15902,142.36256,-7.30724,0.31058,1.78400,0.18174,2917.139563,7.235952085,nan,nan,nan,nan,nan,0.153963764,0.001145692
2MASS J04181926+1605181,64.580259,16.088366,44.8893013,0.03029445,ms,nan,nan,nan,nan,7.322,0.017,9.295,0.003,9.790,0.003,8.644,0.004,1,1.043,0.798,0.000,1228.08998,3.06570,21.39240,1.63757,0.00786,9.49912,0.94992,4952.505324,2.436262592,12.6400,1.38E-13,2.32E-14,rs,nan,0.767704256,0.000252649
2MASS J04182197+1725178,64.591548,17.421631,42.1007767,0.37615775,ms,nan,nan,nan,nan,7.162,0.017,9.663,0.003,10.216,0.003,8.821,0.004,2,10.327,0.729,0.002,780.89620,8.24415,25.18734,0.44770,0.00346,9.12387,0.91241,4594.994122,10.42500209,nan,1.19E-12,1.10E-13,rs,nan,0.712624559,0.000781875
2MASS J04182319+2134455,64.596638,21.579309,51.1068611,0.4776497,ms,nan,nan,nan,nan,4.903,0.020,5.566,0.003,5.712,0.003,5.314,0.004,2,5.025,1.861,0.009,45678.73817,787.79954,0.00000,nan,nan,nan,nan,8028.420918,35.27452287,nan,6.22E-13,1.13E-13,r,nan,1.78123268,0.001856554
2MASS J04182561+2042256,64.606736,20.707123,72.93946025,3.351703863,ms,nan,nan,nan,nan,11.930,0.023,15.815,0.004,17.453,0.007,14.508,0.004,2,7.224,0.214,0.005,22.62346,1.65075,105.47411,nan,nan,3.17600,0.32571,3175.298333,11.76390968,nan,nan,nan,nan,nan,0.25422005,0.006705429
2MASS J04183382+1821529,64.640931,18.364704,45.6931038,0.06987,ms,nan,nan,nan,nan,10.601,0.017,14.589,0.003,16.353,0.005,13.325,0.004,0,1.197,0.226,0.000,26.33178,0.08509,101.68134,-3.43686,0.02681,3.33148,0.33316,3200.652619,0.538925018,2.3380,3.08E-14,2.57E-15,rx,nan,0.268671993,0.000307187
2MASS J04183483+2131275,64.645127,21.524309,48.8,4,uc,nan,nan,nan,nan,15.381,0.198,22.106,2.243,nan,nan,19.499,2.243,0,nan,0.048,0.010,0.22180,0.54706,0.00000,nan,nan,nan,nan,1675.49601,479.8963618,nan,nan,nan,nan,nan,0.09051183,0.005398834
2MASS J04184223+1230385,64.675993,12.510701,48.0506592,0.0629425,ms,nan,nan,nan,nan,10.205,0.019,14.115,0.003,15.805,0.007,12.865,0.005,0,1.290,0.290,0.001,40.11154,0.11188,83.33045,-4.82153,0.04325,3.92591,0.39262,3302.323939,0.806407045,nan,nan,nan,nan,nan,0.312323502,0.000307443
2MASS J04184345+0315177,64.681048,3.254944,35.0683365,0.0610523,ms,nan,nan,nan,nan,11.285,0.023,15.637,0.003,17.810,0.017,14.280,0.004,0,1.106,0.142,0.000,8.44705,0.02819,132.79223,nan,nan,2.15015,0.21504,2993.517894,0.696737599,nan,nan,nan,nan,nan,0.175543967,0.000214381
2MASS J04184554+2101544,64.689774,21.031780,42.9960213,0.1400318,ms,nan,nan,nan,nan,12.213,0.021,16.828,0.003,19.338,0.037,15.413,0.004,0,0.998,0.116,0.000,5.37441,0.01986,144.65987,nan,nan,1.65365,0.16543,2889.292939,1.01163732,nan,nan,nan,nan,nan,0.149554715,0.000160176
2MASS J04184702+1321585,64.695927,13.366275,46.0111694,0.0444622,ms,nan,nan,nan,nan,8.300,0.018,11.274,0.003,12.206,0.003,10.326,0.004,0,1.240,0.597,0.000,312.45005,0.36345,35.02872,0.38182,0.16132,6.65859,0.66586,3944.995819,0.757334758,15.0621,1.06E-13,1.85E-14,r,nan,0.609749512,8.83557E-05
2MASS J04185577+0923466,64.732414,9.396300,45.2318954,0.0676937,ms,nan,nan,nan,nan,10.621,0.019,14.726,0.003,16.634,0.006,13.430,0.004,0,1.080,0.217,0.000,23.47814,0.07499,104.53279,nan,nan,3.21403,0.32142,3181.492454,0.532653744,nan,nan,nan,nan,nan,0.257750699,0.000303613
2MASS J04185795+1954241,64.741474,19.906715,46.5593376,0.0371246,ms,nan,nan,nan,nan,6.921,0.016,8.425,0.003,8.789,0.003,7.891,0.004,0,0.995,0.942,0.000,2638.70564,9.16519,15.57406,2.39993,0.14410,9.31834,0.93189,5491.563241,2.635237603,9.3900,2.38E-13,8.05E-14,r,0,0.916147459,0.000489401
2MASS J04190307+1932395,64.762826,19.544310,43.0757942,0.04400635,ms,nan,nan,nan,nan,10.009,0.018,13.950,0.003,15.653,0.004,12.701,0.004,0,1.179,0.281,0.000,38.20317,0.09617,85.59963,-4.46275,0.01951,3.84382,0.38441,3288.210713,0.727891101,26.4139,1.23E-13,3.93E-14,r,nan,0.306942834,0.000277508
2MASS J04190576+1734235,64.774025,17.573208,53.9775963,0.4272003,ms,nan,nan,nan,nan,11.512,0.022,15.880,0.003,17.988,0.013,14.542,0.004,0,3.318,0.175,0.001,13.58458,0.16004,119.58286,nan,nan,2.65216,0.26546,3088.442822,2.119407278,nan,nan,nan,nan,nan,0.207945985,0.000890151
2MASS J04190798+1731291,64.783284,17.524771,46.6720695,0.0618267,ms,nan,nan,nan,nan,6.787,0.016,8.279,0.003,8.633,0.003,7.754,0.004,0,0.939,0.966,0.001,3013.42328,9.41571,14.79490,2.58942,0.14259,9.73664,0.97371,5590.461267,2.258127323,8.9570,4.92E-13,1.10E-13,r,nan,0.944802957,0.000993576
2MASS J04192015+1418593,64.833992,14.316474,47.9306679,0.03995705,ms,nan,nan,nan,nan,8.774,0.017,11.981,0.003,13.047,0.003,10.955,0.004,0,1.105,0.526,0.000,187.02898,0.47706,42.37520,nan,nan,5.96322,0.59633,3730.698402,1.014158582,nan,nan,nan,nan,nan,0.528636648,0.000396444
2MASS J04192976+2145141,64.874034,21.753925,47.501606,0.0631561,ms,nan,nan,nan,nan,9.222,0.018,12.847,0.003,14.229,0.006,11.686,0.004,0,1.185,0.422,0.000,99.93226,0.25236,56.52551,-5.11366,0.03358,5.11159,0.51118,3519.430109,0.985794156,0.5786,4.52E-13,1.51E-14,rx,nan,0.434730586,0.000273832
2MASS J04193684+1237274,64.903506,12.624301,45.3325462,0.0436478,ms,nan,nan,nan,nan,7.564,0.023,9.534,0.003,10.022,0.003,8.886,0.004,0,1.032,0.772,0.001,1031.95806,3.69221,22.71374,nan,nan,9.27474,0.92748,4795.300668,2.548195951,nan,nan,nan,nan,nan,0.7486636,0.000465323
2MASS J04194757+1537395,64.948244,15.627653,45.9933968,0.363554,giant,nan,nan,nan,nan,1.518,0.204,3.411,0.003,3.973,0.015,2.702,0.007,2,6.959,3.254,0.021,511160.91197,13004.59446,0.00000,nan,nan,nan,nan,11978.90549,52.90085719,nan,1.51E-12,8.22E-14,rx,nan,2.785746895,0.012233323
2MASS J04195483+1631214,64.978467,16.522621,45.9854584,0.1530323,ms,nan,nan,nan,nan,5.542,0.020,7.026,0.003,7.009,0.003,6.300,0.004,2,1.268,1.204,0.001,8987.61020,67.62502,9.41106,nan,nan,8.96075,0.89608,6258.860849,3.255507655,nan,1.11E-12,1.65E-13,r,nan,1.302226675,0.003353173
2MASS J04195708-0426195,64.987867,-4.438764,36.9655037,0.03005985,ms,nan,nan,nan,nan,6.282,0.020,7.684,0.003,8.008,0.003,7.185,0.004,0,1.065,0.976,0.000,3282.94923,11.66309,14.48884,nan,nan,9.73564,0.97357,5637.776945,1.848181129,nan,nan,nan,nan,nan,0.966629241,0.000862485
2MASS J04195770+1402413,64.990445,14.044817,49.0828705,16.50783737,ms,nan,nan,nan,nan,8.994,0.018,12.731,0.003,14.199,0.007,11.508,0.004,0,nan,0.442,0.061,112.17199,66.87672,53.47351,nan,nan,5.31861,0.78559,3563.06062,121.8520587,nan,nan,nan,nan,nan,0.447836372,0.073111235
2MASS J04195771+1402066,64.990468,14.035175,45.4208069,0.1175747,ms,nan,nan,nan,nan,4.853,0.015,5.523,0.003,5.651,0.003,5.260,0.004,2,1.214,1.792,0.003,36517.59863,268.58563,0.00000,nan,nan,nan,nan,7665.305036,13.52575655,nan,6.90E-13,1.37E-13,r,nan,1.748328912,0.00023869
2MASS J04201057-1445400,65.044059,-14.761133,29.2795086,0.01442625,ms,nan,nan,nan,nan,6.832,0.024,9.312,0.003,9.998,0.003,8.515,0.004,2,0.962,0.692,0.000,558.99210,2.16179,27.55288,nan,nan,8.34280,0.83435,4331.67121,2.346830709,nan,nan,nan,nan,nan,0.676239134,0.000536418
2MASS J04201294+1914005,65.053943,19.233479,45.3448067,0.0595589,ms,nan,nan,nan,nan,6.124,0.018,7.330,0.003,7.597,0.003,6.884,0.004,0,1.019,1.145,0.001,6686.56861,21.79085,10.45310,3.52173,0.14696,9.20176,0.92018,6087.92272,2.624180594,5.4500,6.70E-13,1.18E-13,r,nan,1.182752514,0.001090044
2MASS J04201400+1842077,65.058355,18.702141,48.2945824,0.23418235,uc,nan,nan,nan,nan,12.627,0.024,17.381,0.003,20.051,0.058,15.945,0.005,0,1.033,0.109,0.000,4.65112,0.02449,148.00338,nan,nan,1.47524,0.14767,2849.646881,1.440542761,nan,nan,nan,nan,nan,0.143277423,0.000228086
2MASS J04201710+4636365,65.071251,46.610161,49.4355469,0.03014565,ms,nan,nan,nan,nan,9.128,0.019,12.212,0.003,13.215,0.003,11.215,0.004,0,1.033,0.508,0.000,166.01995,0.39632,44.40747,nan,nan,5.79691,0.57970,3683.26215,0.949205544,nan,nan,nan,nan,nan,0.510093386,0.000371053
2MASS J04201945+4636025,65.081061,46.600716,49.5480995,0.0434151,ms,nan,nan,nan,nan,9.720,0.019,12.976,0.003,14.137,0.003,11.903,0.004,0,1.151,0.418,0.000,97.69266,0.21049,57.16437,0.36158,0.21944,5.06956,0.50697,3510.570684,0.841275062,nan,nan,nan,nan,nan,0.432269634,0.000233688
2MASS J04202441+2356134,65.101731,23.937059,43.9280052,0.6605301,uc,nan,nan,nan,nan,13.422,0.039,19.100,0.004,21.123,0.205,17.566,0.016,0,1.127,0.080,0.000,1.31550,0.02712,162.86193,nan,nan,0.57220,0.05794,2423.400896,6.997400577,nan,nan,nan,nan,nan,0.104226726,0.000466493
2MASS J04202508+1844334,65.104537,18.742636,45.7953186,0.06536675,ms,nan,nan,nan,nan,5.160,0.016,6.024,0.003,6.199,0.003,5.681,0.004,0,1.173,1.494,0.001,23104.19938,91.94024,0.00000,nan,nan,nan,nan,6992.268862,4.311976178,nan,8.00E-13,1.29E-13,r,nan,1.671096626,0.001228913
2MASS J04202761+1853499,65.115075,18.897215,50.6708031,0.05862615,ms,nan,nan,nan,nan,10.215,0.018,13.988,0.003,15.563,0.004,12.774,0.004,0,1.279,0.320,0.000,47.22632,0.12468,76.22002,-1.13892,0.01546,4.19264,0.41929,3349.600464,0.763344224,20.3100,6.60E-14,1.15E-14,r,nan,0.330347677,0.000291025
2MASS J04202937+2122434,65.122397,21.378748,52.8262018,1.674364558,ms,nan,nan,nan,nan,10.127,0.017,14.102,0.003,15.755,0.004,12.794,0.004,1,17.635,0.317,0.008,46.48296,2.17399,76.87921,-5.59567,0.02252,4.16672,0.42331,3345.006901,13.23405401,nan,2.42E-13,7.37E-14,r,nan,0.328596381,0.005045483
2MASS J04203630+1505436,65.151264,15.095456,47.3685532,0.25037385,ms,nan,nan,nan,nan,4.689,0.016,5.215,0.003,5.318,0.003,5.002,0.004,0,1.027,1.904,0.004,56438.06187,672.61529,0.00000,nan,nan,nan,nan,8378.760493,18.00826407,nan,nan,nan,nan,nan,1.818648437,0.003447296
2MASS J04204796+1514092,65.199848,15.235896,27.2698135,0.3923473,ms,nan,nan,nan,nan,8.634,0.017,12.496,0.003,14.098,0.004,11.260,0.004,2,24.375,0.338,0.004,52.13121,1.10647,72.25898,-1.19782,0.01613,4.35405,0.43675,3378.209615,6.080858617,nan,nan,nan,nan,nan,0.341254916,0.002318327
2MASS J04205016+1345531,65.209025,13.764750,42.9909592,0.59151075,uc,nan,nan,nan,nan,13.062,0.033,18.718,0.004,21.252,0.238,17.176,0.010,0,0.980,0.083,0.000,1.62206,0.03064,161.56567,nan,nan,0.47887,0.04861,2495.22481,6.416123255,nan,nan,nan,nan,nan,0.109014987,0.000427742
2MASS J04205271+1351521,65.219631,13.864486,47.3222084,0.0634861,ms,nan,nan,nan,nan,5.062,0.018,6.058,0.003,6.269,0.003,5.672,0.004,2,1.120,1.506,0.003,23904.15160,89.64780,0.00000,nan,nan,nan,nan,7030.54273,4.64482605,nan,1.10E-12,1.62E-13,r,nan,1.681582969,0.001137982
2MASS J04205604+1451345,65.233533,14.859607,48.4015388,0.0885792,ms,nan,nan,nan,nan,11.059,0.018,15.127,0.003,16.989,0.007,13.842,0.004,0,1.022,0.203,0.000,19.54880,0.07029,109.27761,-3.44765,0.12271,3.02620,0.30264,3150.898709,0.599556527,nan,2.49E-14,2.13E-15,rx,nan,0.240312264,0.000341747
2MASS J04210061+2431080,65.252557,24.518890,48.9182739,0.06210135,ms,nan,nan,nan,nan,9.888,0.018,13.559,0.003,15.058,0.004,12.365,0.004,2,1.225,0.363,0.000,59.89276,0.16463,67.09219,-1.83117,0.05958,4.57676,0.45770,3418.393963,0.794737586,nan,1.46E-13,5.07E-14,r,nan,0.356575198,0.000302994
2MASS J04210411+0316074,65.267130,3.268744,37.0270958,0.03050995,ms,nan,nan,nan,nan,7.068,0.027,9.154,0.003,9.695,0.003,8.463,0.004,0,1.160,0.763,0.001,973.73292,3.32790,23.20126,nan,nan,9.23996,0.92400,4753.864206,2.434296281,nan,nan,nan,nan,nan,0.741096942,0.000444524
2MASS J04211682+2311525,65.320109,23.197933,49.9060173,0.0799789,ms,nan,nan,nan,nan,11.242,0.018,15.223,0.003,17.034,0.006,13.944,0.004,0,1.058,0.201,0.000,19.13680,0.06350,109.84524,nan,nan,3.00435,0.30045,3147.340723,0.55331102,nan,nan,nan,nan,nan,0.238284212,0.000315387
2MASS J04211974+1202380,65.332267,12.043915,47.1967087,0.13798905,ms,nan,nan,nan,nan,10.483,0.019,14.674,0.003,16.650,0.005,13.358,0.004,0,2.195,0.225,0.000,26.05416,0.13214,101.94106,-5.07170,0.05244,3.32080,0.33212,3198.88217,0.84499768,nan,nan,nan,nan,nan,0.267662837,0.000481649
2MASS J04212344+1052021,65.347706,10.867250,54.73453749,2.097108716,ms,nan,nan,nan,nan,10.190,0.024,14.627,0.011,15.915,0.007,12.911,0.005,1,nan,0.263,0.010,34.21604,2.16563,90.69351,-4.44697,0.08305,3.67166,0.37689,3258.788947,14.53793078,nan,nan,nan,nan,nan,0.295141877,0.00629977
2MASS J04213162+2102236,65.381777,21.039909,48.5346642,0.05504225,ms,nan,nan,nan,nan,5.762,0.020,6.695,0.003,6.898,0.003,6.324,0.004,0,0.975,1.329,0.001,13920.88776,54.00381,7.65285,nan,nan,nan,nan,6548.282389,2.586946413,nan,6.14E-13,1.08E-13,r,nan,1.472020962,0.001474559
2MASS J04213225+1825034,65.384383,18.417618,47.8010521,0.0528393,ms,nan,nan,nan,nan,5.746,0.016,6.707,0.003,6.914,0.003,6.332,0.004,0,1.034,1.317,0.001,13308.69143,51.10692,7.79814,nan,nan,nan,nan,6518.23381,2.560841894,nan,4.56E-13,2.76E-14,r,nan,1.454893272,0.00145968
2MASS J04213478+1424352,65.394933,14.409790,48.2711906,0.05413055,ms,nan,nan,nan,nan,5.595,0.018,6.506,0.003,6.697,0.003,6.148,0.004,0,1.094,1.388,0.002,16271.26543,65.92019,0.00000,nan,nan,nan,nan,6680.620721,2.809462134,nan,8.95E-13,1.48E-13,r,nan,1.538974156,0.001580322
2MASS J04213508+1441427,65.396171,14.695212,49.0578346,0.0734158,ms,nan,nan,nan,nan,10.441,0.017,14.279,0.003,15.912,0.007,13.049,0.004,0,1.398,0.276,0.001,37.02143,0.11046,87.10014,-3.33392,0.03683,3.79058,0.37909,3279.113231,0.86261535,3.6380,5.43E-14,4.51E-15,rx,nan,0.303474419,0.000328872
2MASS J04213547+1653397,65.397824,16.894363,41.0022888,0.3321953,ms,nan,nan,nan,nan,9.915,0.017,13.949,0.003,15.735,0.005,12.671,0.004,0,8.384,0.268,0.002,35.53395,0.47371,89.04424,-4.20614,0.02218,3.72405,0.37286,3267.741872,3.137129953,0.3434,1.92E-13,7.09E-14,r,nan,0.299021478,0.001359423
2MASS J04213829+2018102,65.409564,20.302858,37.318058,0.0555687,ms,nan,nan,nan,nan,10.629,0.017,14.746,0.003,16.638,0.005,13.450,0.004,0,1.143,0.193,0.000,17.12282,0.05454,112.86379,-4.99421,0.06385,2.89031,0.28905,3128.766098,0.531209469,0.3260,5.27E-14,1.12E-14,cr,nan,0.227696676,0.000302789
2MASS J04214435+2024105,65.434833,20.402943,49.1944389,0.29242325,uc,nan,nan,nan,nan,12.508,0.024,17.242,0.003,19.742,0.049,15.816,0.005,2,1.005,0.113,0.000,5.06932,0.03231,146.00135,nan,nan,1.58151,0.15835,2873.262879,1.742580099,nan,2.46E-14,1.59E-15,c,nan,0.147016622,0.000275909
2MASS J04214586+2023446,65.441108,20.395727,48.7339706,0.39538,uc,nan,nan,nan,nan,12.926,0.028,17.937,0.003,20.774,0.094,16.460,0.006,0,0.946,0.092,0.000,2.86995,0.03328,156.48589,-6.71360,0.50519,0.96685,0.09745,2722.060454,3.33764109,0.6464,1.79E-15,5.28E-16,c,nan,0.124206045,0.000333764
2MASS J04214955+1929086,65.456494,19.485744,41.8144035,0.4176216,ms,nan,nan,nan,nan,11.668,0.020,16.696,0.004,19.368,0.027,15.165,0.005,2,2.794,0.118,0.001,5.56233,0.05900,143.87749,-9.13821,0.78135,1.69607,0.17011,2898.719952,2.894187638,nan,1.16E-14,5.48E-16,crx,nan,0.151047326,0.000458246
2MASS J04215308+2414258,65.471183,24.240503,49.1907196,0.16970065,ms,nan,nan,nan,nan,9.739,0.021,13.641,0.003,15.343,0.007,12.388,0.004,0,3.466,0.354,0.001,57.13525,0.31110,68.79710,-3.37700,0.08987,4.50274,0.45035,3404.747184,1.57222685,2.6589,1.35E-13,5.14E-14,r,nan,0.351372364,0.000599411
2MASS J04215585+2325058,65.482731,23.418280,43.2566605,0.03201675,ms,nan,nan,nan,nan,8.982,0.019,12.448,0.003,13.715,0.004,11.325,0.004,0,1.249,0.442,0.000,112.89209,0.28572,53.34781,-0.89343,0.02615,5.32652,0.53266,3564.728073,0.658670045,18.1392,1.45E-13,1.42E-14,r,nan,0.448836844,0.000395202
2MASS J04220349+1404379,65.514578,14.077204,45.3335953,0.1547165,ms,nan,nan,nan,nan,4.960,0.017,5.656,0.003,5.798,0.003,5.371,0.004,2,1.887,1.748,0.008,31918.28058,252.45134,0.00000,nan,nan,nan,nan,7397.768327,10.26436072,nan,2.27E-13,7.75E-14,r,nan,1.746764435,0.00108346
2MASS J04220512+1358474,65.521338,13.979835,64.3,4.6,uc,nan,nan,nan,nan,14.251,0.076,20.198,0.007,21.673,0.260,18.658,0.060,0,1.167,0.085,0.012,1.18119,0.07009,160.22849,nan,nan,0.59722,0.06022,2386.029107,20.02725928,nan,nan,nan,nan,nan,0.102301455,0.001001363
2MASS J04222503+0337082,65.604332,3.618947,35.895565,0.0295582,ms,nan,nan,nan,nan,9.002,0.019,12.774,0.003,14.297,0.004,11.566,0.004,2,1.314,0.374,0.000,65.44093,0.20804,64.87706,nan,nan,4.67018,0.46702,3435.617622,0.367588027,nan,1.95E-12,2.33E-13,r,nan,0.369426432,0.000551382
2MASS J04222568+1118205,65.607025,11.305705,43.9288979,0.5329151,ms,nan,nan,nan,nan,6.948,0.018,9.359,0.003,10.014,0.003,8.582,0.004,2,14.270,0.786,0.003,1130.42640,22.46939,21.99692,0.71692,0.14658,9.37174,0.93751,4871.53255,19.23246389,nan,2.22E-13,7.44E-14,r,nan,0.759307079,0.001994478
