Name,RAJ2000,DEJ2000,RUWE,Gmag,e_Gmag,BP-RP,Kmag,e_Kmag,r_K,D,e_D,bin,Prot,EW,e_EW,chi,e_chi,mass,e_mass,Lbol,e_Lbol,tau,NSPTP
Gaia DR3 65701527774387840,58.59364241,23.63671712,1.037,16.473394,0.002898,2.970598,12.574,0.025,2M,134.254593,1.086357,0,1.5475,-9.29729971,0.12929784,4.027816403,0.041032039,0.301491335,0.005547867,42.69358103,1.329199068,80.52691746,44
Gaia DR3 65702867804200448,58.46466606,23.62576484,0.972,17.165022,0.003021,3.063354,13.178,0.032,2M,163.559708,2.362839,0,0.52,nan,nan,3.73447141,0.043210002,0.269682386,0.006870163,35.80221866,1.59186439,88.72015331,44
Gaia DR3 65712488530853120,58.09376642,23.64487794,1.052,13.523306,0.003025,1.828078,10.472,0.018,2M,126.787537,0.23629,0,5.996408425,-1.29680047,0.01804727,6.796944984,0.042775559,0.620134394,0.002635344,335.1093613,6.156300147,33.03802489,40
Gaia DR3 65717814290369920,58.44821487,23.74195421,1.181,16.219612,0.002874,2.941144,12.28,0.022,2M,128.621307,1.360813,0,0.67875,-6.95548816,0.19248151,4.357561463,0.036108194,0.338019893,0.005768043,52.24336247,1.692102164,72.17552806,44
Gaia DR3 65720734868130816,58.35046104,23.79960004,1.089,16.478794,0.003173,2.982058,12.553,0.024,2M,135.711426,1.232292,0,0.44,-6.96228401,0.13817184,4.100726904,0.039390757,0.309568228,0.005636653,44.642358,1.412462523,78.58790824,44
Gaia DR3 65732447241199744,58.98346886,23.5672681,1.085,12.259071,0.003122,1.302139,10.009,0.02,2M,133.265396,0.2857515,0,6.5,0.58396474,0.03016609,8.907357576,0.088187792,0.703826104,0.004106925,681.8847129,15.21319637,26.78094587,33
Gaia DR3 65750627840192256,58.87086315,23.7724421,1.121,13.494305,0.00308,1.735012,10.593,0.02,2M,137.081894,0.2726515,0,3.0184,-0.96257526,0.05489856,6.916974166,0.050112866,0.627064594,0.002923041,351.5419537,7.170359094,32.4562403,38
Gaia DR3 65768151306811904,59.40028879,23.93120605,1.089,14.006242,0.002967,1.980527,10.767,0.02,2M,138.548172,0.439255,0,1.6758,-2.08137918,0.03307457,6.54160128,0.034566108,0.584078758,0.003020986,293.1025875,6.180799229,36.27753267,41
Gaia DR3 65772789871345024,59.50816442,23.89854711,1.058,17.190685,0.002954,3.217931,13.073,0.028,2M,132.655228,1.6322555,0,0.3022,nan,nan,3.290145463,0.03015995,0.222589006,0.003114079,25.28687449,1.045890718,102.6776001,44
Gaia DR3 65775195052996608,59.60473209,24.01632672,1.097,16.437164,0.002998,3.006768,12.49,0.026,2M,133.085922,1.3883665,0,0.6209,-10.86546609,0.48168212,4.134515323,0.042673321,0.313311247,0.006255153,45.57538782,1.602961327,77.70768115,44
Gaia DR3 65779971056668032,59.38771847,23.94647754,1.004,16.605007,0.0029,3.012344,12.633,0.023,2M,127.960449,1.0856135,0,2.1843,-3.43173666,0.11833556,3.754147032,0.03915088,0.271803847,0.005349845,36.2336939,1.087217361,88.14469971,44
Gaia DR3 65781345446197504,59.32017801,24.00919849,1.065,12.35714,0.003176,1.352995,9.945,0.02,2M,131.225342,0.2875365,0,7.2904,0,0,9.041854493,0.088187792,0.709926581,0.004111752,704.6044835,15.73876369,26.38449649,34
Gaia DR3 65783029073414144,59.07745174,23.96442139,1.074,14.732029,0.00285,2.337705,11.277,0.018,2M,133.474289,0.458382,0,1.1343,-2.77327293,0.02759348,5.708985865,0.02382213,0.499327285,0.005311742,156.1932234,3.216603846,45.53031668,42
Gaia DR3 65787289680918528,59.38879348,24.05318785,1.072,11.822466,0.002821,1.135659,9.861,0.016,2M,136.672989,0.379204,0,7.798,1.48600258,0.01828748,9.205309361,0.02101733,0.754477428,0.005813832,919.0098708,35.10113244,23.69993076,32
Gaia DR3 65800930496992512,58.61649351,23.83538558,1.091,12.519773,0.003121,1.699927,9.663,0.018,2M,130.982239,0.2939225,1,3.0576,-0.823921953,0.012666434,9.384071291,0.039023861,0.787557552,0.004604148,1141.44775,36.88644476,21.92503068,38
Gaia DR3 65807218329068544,58.8933531,23.97460967,0.998,17.257784,0.002965,3.180265,13.263,0.036,2M,139.865265,1.818306,0,0.5027,nan,nan,3.209281391,0.038777078,0.216530494,0.003682721,23.36960581,1.147362605,104.6498838,44
Gaia DR3 65814979333012352,58.61712314,23.94339685,1.1,18.008188,0.003365,3.444321,13.747,0.044,2M,135.957947,3.650116,0,0.3486,nan,nan,2.626501369,0.043386162,0.172394905,0.005901327,13.22765508,1.01765537,120.3984354,44.5
Gaia DR3 65819965792011904,58.58994583,24.07569118,0.992,9.597126,0.002773,0.696617,8.424,0.021,2M,134.74617,0.277031,0,0.8817,4.19130847,0.00961183,9.079422214,0.02646506,1.177138519,0.006925243,7426.382357,167.6535356,9.859282263,17
Gaia DR3 65823676643738368,58.78736789,24.08410254,1.117,15.64664,0.002938,2.717467,11.886,0.021,2M,135.573578,0.706398,0,1.828,-5.59048095,0.06476651,4.834649605,0.012314234,0.39695395,0.001932736,85.02627019,1.913163837,60.73185284,43
Gaia DR3 65830548591559936,59.12039899,24.03176498,1.042,16.53809,0.00295,2.94114,12.638,0.026,2M,135.28183,0.976608,0,0.45255,-4.5895126,0.2259034,3.94993387,0.042673321,0.29286365,0.005515325,40.70578547,1.259764597,82.65953373,44
Gaia DR3 65844361206181376,59.10802133,24.28099612,1.059,14.184004,0.002938,2.051788,11.011,0.02,2M,138.326309,0.454872,0,2.1169,-6.56743739,0.85890887,6.178001748,0.026155782,0.548724156,0.003033321,222.2142734,5.764350446,39.83402648,40.5
Gaia DR3 65864427293364864,58.99334118,24.54994184,1.001,12.307622,0.00319,1.328177,9.909704396,0.085589468,GBP,132.997574,0.274292,0,7.2256,0,0,9.105160099,0.051021344,0.72275511,0.017223208,754.881246,73.18698077,25.57428903,34
Gaia DR3 66161020555461120,59.80379424,24.28849466,1.011,16.859692,0.003059,3.054878,12.835,0.027,2M,145.668549,1.6707535,0,0.5426,nan,nan,3.889412536,0.045959729,0.286251944,0.006661684,39.24533545,1.471694177,84.3380466,44
Gaia DR3 66280248847432192,59.77627266,25.05561201,1.18,15.346905,0.002884,2.731484,11.458,0.022,2M,131.021454,0.8810575,0,0.7786,-4.27456506,0.09170505,5.447985852,0.027230902,0.455163637,0.00344054,124.5457279,3.332703732,51.46102888,44
Gaia DR3 66289044940711168,60.48270458,24.73405973,0.985,16.339365,0.003049,3.020579,12.349,0.024,2M,138.113037,1.2892915,0,0.5689,nan,nan,4.497263176,0.037870266,0.353585963,0.005700279,56.93635874,1.82209513,68.92522561,44
Gaia DR3 66339381957477504,60.91942134,25.35966362,1.073,14.900044,0.002788,2.37188,11.309,0.02,2M,147.739639,0.7564085,0,nan,0.388530015,0.120684925,5.97141703,0.026973151,0.52657721,0.003266527,188.1546737,4.293852861,42.27582461,43
Gaia DR3 66359138806835840,60.06606356,25.02958833,1.606,15.47584,0.003032,2.635185,11.688,0.018,2M,153.442642,1.5874785,0,2.7078,nan,nan,5.565992176,0.017089789,0.469906792,0.00374242,139.4673938,4.06417087,49.38461291,43
Gaia DR3 66429232674604544,57.61393626,23.37921191,1.038,16.541801,0.003069,3.002833,12.52,0.026,2M,137.24733,1.291443,0,0.9801,-6.87952684,0.4169351,4.195000554,0.042673321,0.320011691,0.006000881,47.29458704,1.594682861,76.16032399,44
Gaia DR3 66441323003146112,57.76365113,23.58342747,1.051,17.535738,0.003007,3.246777,13.4,0.037,2M,136.853851,2.3814775,0,1.6572,nan,nan,3.010809782,0.039854219,0.201660568,0.004248814,19.25768076,1.094878047,109.6770884,44
Gaia DR3 66445038154189952,57.79949284,23.74541458,0.999,17.512774,0.002938,3.178869,13.438,0.034,2M,134.38768,2.417038,0,1.9607,nan,nan,2.927347481,0.036622796,0.195407391,0.004157717,17.75251698,0.987072661,111.8731763,44
Gaia DR3 66451429065390080,57.37419091,23.64872104,1.377,16.797077,0.003302,3.176795,12.663,0.023,2M,134.12326,1.7435535,0,0.37,nan,nan,3.876953365,0.03915088,0.284921145,0.006595782,38.95777328,1.44619335,84.6806341,44
Gaia DR3 66451497784867712,57.339537,23.65178072,1.037,15.786174,0.002862,2.780384,12.017,0.021,2M,134.564835,0.813652,0,0.33945,-7.4949114,1.53337482,4.748320102,0.012314234,0.385017074,0.00200666,74.10862384,1.732026484,62.86779303,43
Gaia DR3 66452047540860160,57.38007259,23.68882872,1.041,16.796696,0.002929,3.115238,12.771,0.026,2M,134.735748,1.177208,0,0.3013,-7.48747271,0.16724798,3.715611245,0.035108126,0.267533577,0.004943968,35.31837517,1.123156903,89.30744014,44
Gaia DR3 66452734735432192,57.49306483,23.70941324,1.052,15.160209,0.002898,2.487572,11.596,0.02,2M,136.347107,0.5572665,0,1.341361275,-3.29144583,0.05426627,5.384269731,0.024755366,0.448449296,0.00285283,118.2899091,2.61867422,52.44078153,43
Gaia DR3 66452769091505024,57.45982904,23.70558419,1.163,11.35299,0.002851,1.019859,9.595,0.018,2M,137.922791,0.3538055,0,6.888502935,1.96693509,0.01549622,9.30034105,0.118654141,0.859782429,0.01538041,1565.185471,56.42379529,18.59886159,29
Gaia DR3 66453181412027392,57.49012382,23.72452256,1.017,17.699118,0.003513,3.40906,13.384,0.032,2M,137.912323,2.3966295,0,0.30095,nan,nan,3.046056859,0.034468514,0.204301356,0.003973329,19.93104983,1.057775052,108.7644754,45
Gaia DR3 66453490649681280,57.43138162,23.71185214,1.036,6.159169,0.002776,-0.049656,6.216,0.023,2M,133.335388,0.8429035,0,0.1765,nan,nan,nan,nan,2.813979893,0.045943263,300813.0382,17139.41122,0,0.8
Gaia DR3 66462939577861248,57.66696717,23.93304193,1.203,10.161764,0.002832,0.780435,8.853,0.018,2M,137.261169,0.3757705,0,2.16549901,3.50925583,0.03336764,9.484122776,0.011639344,1.020246326,0.004902114,4385.557462,117.0394686,13.25288125,19.5
Gaia DR3 66471220274934272,57.98692677,23.90195692,1.084,9.926686,0.002771,0.752338,8.632,0.017,2M,131.625107,0.249733,0,4.85456989,nan,nan,9.375907764,0.013572299,1.0631754,0.003644214,5281.069458,111.9553115,12.17987689,19
Gaia DR3 66480944080770176,57.82027468,23.82660744,1.169,12.090216,0.002801,1.230754,9.957,0.021,2M,135.875748,0.3451385,0,7.95514899,1.05054371,0.01990786,9.104856472,0.0124587,0.722652753,0.004341991,754.4662266,17.8072434,25.58063026,32
Gaia DR3 66481734354737792,57.85558763,23.88938006,1.016,13.465058,0.00296,1.739487,10.589,0.021,2M,134.877609,0.3080905,0,7.14806748,nan,nan,6.838806683,0.052618509,0.622607941,0.003082314,340.8844591,7.335887404,32.82892708,38
Gaia DR3 66481837433947392,57.87475081,23.89923953,1.299,13.02816,0.002946,1.570621,10.296,0.021,2M,132.714905,0.422836,0,0.88393824,-1.26745167,0.03269686,7.682058659,0.094956724,0.667230011,0.004421535,458.1708037,13.24887652,29.32011762,36
Gaia DR3 66482868226100096,57.80030151,23.93263751,1.051,14.081378,0.002985,2.033009,10.913,0.022,2M,132.050247,0.356743,0,4.579466005,-2.40021854,0.6783414,6.174304543,0.028771361,0.54832029,0.003252538,221.4578645,6.165627409,39.87701658,40.5
Gaia DR3 66485582645439104,57.74235039,23.92855045,1.005,16.709013,0.002902,3.00275,12.766,0.026,2M,137.255661,1.451004,0,0.461,nan,nan,3.786975104,0.044257517,0.275310308,0.006291662,36.94265609,1.307050244,87.20295985,44
Gaia DR3 66486510358371072,57.71845593,23.96147062,4.034,6.930358,0.002771,0.136726,6.58,0.016,2M,145.975632,3.0131225,0,0.3064,nan,nan,nan,nan,2.508832716,0.078340192,203924.6728,16845.02261,0,3
Gaia DR3 66489259137570816,57.85168509,24.08737271,1.105,12.779283,0.00289,1.469707,10.274,0.021,2M,133.48259,0.272865,0,5.494351115,0,0,7.838193454,0.094956724,0.674135959,0.004292706,479.03149,13.44288833,28.81896914,36
Gaia DR3 66499154741977216,57.36976082,23.71219052,1.422,11.176867,0.00284,0.998517,9.428,0.021,2M,131.172104,0.4392245,0,5.7139,nan,nan,8.804688131,0.190643751,0.878630872,0.00716709,1743.253548,73.42581226,17.8390317,29
Gaia DR3 66500013736315264,57.27438129,23.73979421,1.508,14.775974,0.003055,2.443251,10.76,0.017,2M,129.659225,1.478569,1,0.8288,-3.64691805,0.02614876,6.314755258,0.020812961,0.564509048,0.004275248,253.8925104,9.331679361,38.19656175,44
Gaia DR3 66501181966524800,57.38799592,23.79539017,1.135,10.746968,0.002795,0.886718,9.214,0.02,2M,137.097534,0.4260715,0,4.911934865,2.70454722,0.01067097,9.352388849,0.161174634,0.942893404,0.005703827,2669.051765,143.9649006,15.53333701,25
Gaia DR3 66502281478384000,57.35021826,23.83925025,7.325,11.114523,0.00283,0.981473,9.378,0.018,2M,136.442139,2.9034655,1,5.70598003,nan,nan,8.879807044,0.053671503,0.89959558,0.007333212,2104.581254,147.056617,17.04044825,29
Gaia DR3 66503449709270400,57.27545142,23.78124165,1.93,10.430534,0.003114,1.032235,8.603,0.017,2M,137.342438,0.77771,2,0.77651653,nan,nan,9.235636289,0.015713561,1.132763496,0.006762317,6436.537044,141.8514398,10.68149961,31
Gaia DR3 66506331628024832,57.30077972,23.88678837,1.093,8.101668,0.002782,0.296336,7.576,0.018,2M,134.291351,0.6913145,1,0.0559,nan,nan,nan,nan,1.513393327,0.022179002,24171.65601,798.4459401,0,6
Gaia DR3 66507469798631808,57.49189871,23.84869113,0.974,6.806421,0.002776,0.055337,6.514,0.023,2M,134.492615,0.6798555,1,1.6412,nan,nan,nan,nan,2.32293755,0.042315861,168917.9885,7399.292491,0,2
Gaia DR3 66507469798632320,57.48936354,23.84707556,11.596,10.234675,0.003163,0.906863,8.498,0.026,2M,130.040619,3.796894,1,nan,nan,nan,9.253987086,0.053726514,1.122111723,0.105763027,6287.424126,1352.396803,10.89341825,29
Gaia DR3 66507882115488128,57.50904524,23.8624242,0.947,15.739478,0.002832,2.726256,11.996,0.018,2M,130.968033,0.729332,0,0.6757,nan,nan,4.726134191,0.010555057,0.381949404,0.001756459,71.53694621,1.461344519,63.43082386,43
Gaia DR3 66509634462127360,57.60476962,23.92829333,1.086,16.713524,0.002874,2.991775,12.802,0.026,2M,145.213837,1.4973065,0,0.6601,-7.90364451,0.7475142,3.933262333,0.042673321,0.291016808,0.006224439,40.29245388,1.4100729,83.12447798,44
Gaia DR3 66509771901085696,57.5518492,23.92667742,1.188,16.25907,0.002908,3.213351,12.166,0.023,2M,131.63826,2.3125835,0,0.3645,-9.82178112,0.62713981,4.621499083,0.036292339,0.367901159,0.008048636,61.62347169,2.802783439,66.08564794,44
Gaia DR3 66511970924353792,57.38555144,23.92849743,1.033,16.304827,0.003149,2.906016,12.411,0.023,2M,131.970108,0.9564135,0,0.77905,-6.34436748,0.1712578,4.234164457,0.037749476,0.324350197,0.005060499,48.44219926,1.373823287,75.17746032,44
Gaia DR3 66512074003566976,57.40046102,23.93981486,1.087,16.154657,0.002968,2.870566,12.311,0.022,2M,136.252304,1.18869,0,0.62,nan,nan,4.51074126,0.034714411,0.355138987,0.00526949,57.42710829,1.696880181,68.61038658,43.5
Gaia DR3 66515922294233728,57.48116968,24.10142838,1.057,16.615265,0.002983,2.984029,12.624,0.022,2M,135.574142,1.1193235,0,0.5606,-6.46094233,0.36782302,3.980596247,0.036108194,0.296260372,0.00515094,41.47708942,1.197615657,81.81222533,44
Gaia DR3 66517468482370176,57.07502878,23.89147523,1.109,13.975899,0.002779,1.921239,10.955,0.021,2M,136.14978,0.4524845,0,3.8161,0.23917109,0.05187228,6.205884972,0.025710128,0.551805461,0.003171292,228.0710017,6.1890001,39.50785771,38
Gaia DR3 66517468482370304,57.07131657,23.89035274,0.899,10.245731,0.002798,0.79774,8.891,0.02,2M,136.605072,0.284355,0,3.832514765,3.31652336,0.01099403,9.520463591,0.024413183,1.007728356,0.00530228,4100.305452,118.4873531,13.58994071,20
Gaia DR3 66521179334108928,57.12395792,23.96832452,1.003,17.046577,0.002999,3.093353,13.001,0.032,2M,137.162415,1.3767245,0,0.6205,-7.39050933,0.2545897,3.457365044,0.043210002,0.238110622,0.005947518,29.31484421,1.125058863,97.81603029,44
Gaia DR3 66521213693847808,57.09478265,23.97255513,19.453,14.001765,0.005169,2.219675,10.48,0.018,2M,122.287354,4.9469835,1,2.46840826,-1.89421896,0.06593613,6.569081594,0.031109498,0.586350208,0.012567937,297.7378186,27.00369603,36.06240811,42
Gaia DR3 66521381194879232,57.05541944,23.97972211,1.002,16.340902,0.002931,2.986911,12.36,0.022,2M,131.536743,0.927826,0,0.8237,-8.39022816,0.25392213,4.306156941,0.036108194,0.332325393,0.004868697,50.62491683,1.380573616,73.40884008,44
Gaia DR3 66522107047046656,57.03835829,23.97799415,1.133,16.513573,0.002925,2.876947,12.648,0.026,2M,136.791733,1.0676575,0,0.9637,-2.36981873,0.59523032,3.973081553,0.042673321,0.295427908,0.005636951,41.28671784,1.30636173,82.01895063,43.5
Gaia DR3 66522137109124096,57.04235536,23.98898565,0.995,17.764944,0.003134,3.351225,13.491,0.035,2M,139.342911,2.404747,0,0.6734,nan,nan,2.954947421,0.037699937,0.197475239,0.004119574,18.23676371,1.004443564,111.1414473,44.5
Gaia DR3 66522381924952704,57.0276312,24.00191808,1.032,16.501642,0.00304,2.957158,12.542,0.025,2M,138.12854,1.078842,0,0.6242,-10.07492604,0.18881863,4.181722647,0.041032039,0.318540789,0.00548626,46.91171089,1.444058266,76.4969235,44
Gaia DR3 66523103479455232,57.14072143,24.03304613,0.939,16.814566,0.002901,2.958802,12.937,0.032,2M,140.705841,1.543938,0,1.3602,-2.244460366,0.768127795,3.618584314,0.043210002,0.256478936,0.006126109,32.93066141,1.302519255,92.40039836,43.5
Gaia DR3 66523103479455744,57.13262369,24.03300046,0.997,16.80336,0.003298,3.041832,12.849,0.031,2M,138.626282,1.5880355,0,0.4898,-6.68770976,0.17511742,3.693743217,0.041859689,0.265042071,0.006101203,34.76554754,1.369396186,89.99400023,44
Gaia DR3 66523893753437824,57.10902013,24.04838801,0.874,9.903484,0.002792,0.734089,8.663,0.017,2M,134.20192,0.289055,0,2.491,3.90397401,0.02352876,9.36704344,0.013572299,1.065488529,0.003672934,5351.859484,114.359645,12.1254986,19
Gaia DR3 66525096340629504,57.32014994,24.01663878,0.973,17.689888,0.003815,nan,nan,nan,nan,136.588623,3.379036,0,0.3628,nan,nan,nan,nan,nan,nan,nan,nan,0,nan
Gaia DR3 66532621126978304,57.25621987,24.19400878,1.053,16.443531,0.002916,2.939495,12.496,0.023,2M,136.965012,1.1181865,0,0.41,nan,nan,4.227060868,0.037749476,0.323563274,0.005271569,48.2319963,1.425749748,75.35463631,44
Gaia DR3 66537981246228096,57.72951899,24.19743939,1.068,11.425587,0.002837,1.026999,9.629,0.017,2M,139.04631,0.37352,0,6.28238456,1.84041601,0.01591546,9.408388671,0.112062244,0.84640204,0.014671698,1517.6982,52.14804129,19.1637205,30
Gaia DR3 66539252556578816,57.52105346,24.12395964,1.046,13.446994,0.002974,1.727752,10.56,0.018,2M,133.939941,0.2848205,0,6.43186514,-1.018539706,0.138065691,6.873499533,0.045101579,0.624585925,0.002654621,345.5740741,6.395414128,32.66287899,38
Gaia DR3 66542551091588352,57.82942221,24.17033949,1.074,14.994947,0.002802,2.495564,11.426,0.023,2M,128.966034,0.430794,0,1.86599089,-4.28555394,0.1838607,5.445103834,0.02846867,0.454859933,0.003145314,124.2557479,3.036180616,51.50487579,43
Gaia DR3 66551686483467904,57.49805895,24.1960928,1.036,17.795551,0.00312,3.351303,13.472,0.04,2M,137.333527,2.536186,0,1.0385,nan,nan,2.941444989,0.043085642,0.196463607,0.004549943,17.99823232,1.097966254,111.4987385,45
Gaia DR3 66553443128503552,57.56358372,24.22673921,0.976,16.20243,0.003083,2.874509,12.382,0.022,2M,133.819229,0.9065935,0,1.1204,-6.64589271,0.11225558,4.331349362,0.036108194,0.335116164,0.004807554,51.41172456,1.384188144,72.80138402,43.5
Gaia DR3 66555573432261376,57.55359405,24.35181266,1.071,14.462538,0.00278,2.206753,10.7196659,0.085575168,GBP,137.168198,0.536301,0,4.34,nan,nan,6.585262988,0.148634266,0.587687719,0.012345138,300.5014248,26.75030492,35.93645611,43
Gaia DR3 66556535504957568,57.40218563,24.30394076,1.029,16.240494,0.002913,2.801005,12.425,0.024,2M,138.377045,0.990051,0,0.68,nan,nan,4.380145736,0.039390757,0.340521737,0.00519261,52.97068001,1.542034886,71.64130047,43.5
Gaia DR3 66556535504958848,57.40226639,24.29606376,1.168,11.475932,0.002876,1.064763,9.55,0.018,2M,133.27002,0.378784,0,6.21783952,1.37778074,0.01432847,9.49494364,0.118654141,0.835683256,0.015532244,1480.698495,53.91452757,19.63218927,31
Gaia DR3 66556672943906688,57.42794525,24.31878103,1.177,16.043076,0.002856,3.049557,11.998,0.018,2M,133.137894,1.038582,0,0.4441,-7.11540615,0.40722701,4.745886319,0.010555057,0.384680552,0.002000819,73.82205658,1.720248558,62.92927107,44
Gaia DR3 66565365957676416,57.58710826,24.46674723,1.231,10.915199,0.002887,0.919638,9.307,0.017,2M,137.333633,0.398033,0,5.043766955,2.67915887,0.03499761,9.082474751,0.041261947,0.920482074,0.004502914,2348.919025,55.4415716,16.29055709,27
Gaia DR3 66566946505629440,57.64407871,24.5077722,1.08,12.286877,0.00289,1.270773,10.08,0.017,2M,138.252823,0.310852,0,5.153990255,nan,nan,8.94612626,0.074959623,0.705584564,0.00353727,688.3574678,13.20711819,26.66591699,33
Gaia DR3 66570554277316992,58.34877702,24.06503795,1.18,11.173697,0.002915,0.997827,9.439,0.021,2M,136.933456,0.399452,0,4.10039196,2.30016886,0.01249317,8.721178624,0.062616754,0.891655316,0.003273113,1956.161205,59.86926589,17.33733253,29
Gaia DR3 66581549393480704,58.61855019,24.321138,1.021,13.582582,0.002854,1.786049,10.62,0.02,2M,134.038147,0.2255935,0,4.6203,-0.77985708,0.06025458,6.715132929,0.06049069,0.606844848,0.010165905,321.5460477,10.19385745,34.18956191,38
Gaia DR3 66581961710329984,58.60516528,24.36008625,1.153,10.85027,0.003177,0.965456,9.094,0.02,2M,135.612823,0.327377,0,0.6897,1.39568874,0.0199372,9.737785043,0.049530411,0.966292237,0.004807545,3014.54474,50.47341202,14.79159673,29
Gaia DR3 66584332530000512,58.53716147,24.33369553,1.79,12.184782,0.002826,1.343686,9.721,0.023,2M,135.515961,0.554375,0,8.1192,nan,nan,9.421682839,0.065962651,0.79148219,0.00608572,1172.816183,50.35463237,21.72572972,34
Gaia DR3 66584465673208448,58.56501299,24.34607678,1.05,18.146212,0.003533,3.434618,13.706,0.046,2M,166.514221,4.641167,0,0.1836,nan,nan,3.140030398,0.049548489,0.211342058,0.006081827,21.84366204,1.799251351,106.3734406,45
Gaia DR3 66593437863017984,58.18531546,24.34988155,0.953,17.161787,0.002987,3.155282,13.134,0.039,2M,135.448425,1.587097,0,0.4562,nan,nan,3.273174959,0.042008501,0.221317539,0.003751385,24.87187919,1.244446718,103.0879592,44
Gaia DR3 66597767189992832,58.42065977,24.41939689,1.08,15.093363,0.00288,2.400243,11.583,0.024,2M,137.109619,0.601967,0,8.5605,-3.32526184,0.04539797,5.415359648,0.029706439,0.45172552,0.003367397,121.3021353,3.176007846,51.95999049,42
Gaia DR3 66612473157921024,58.71902141,24.57624929,1.053,12.603814,0.002848,1.674526,9.831,0.016,2M,138.520859,0.301506,1,8.798,0,0,9.285409762,0.032564129,0.774601391,0.005674911,1046.326621,38.99142694,22.59957025,36
Gaia DR3 66623605713181184,58.50157082,24.58057676,1.08,18.432491,0.003561,3.571611,13.895,0.045,2M,129.549515,3.719189,0,0.2184,nan,nan,2.356194297,0.051915486,0.153857911,0.004951174,10.19565351,0.837316288,127.8060856,45
Gaia DR3 66624357329718400,58.66303274,24.59853302,1.141,18.06076,0.003273,3.528601,13.77,0.045,2M,132.097122,2.943306,0,0.2253,nan,nan,2.542135929,0.044372211,0.165423426,0.005352019,12.1187161,0.842610193,123.1254932,45
Gaia DR3 66628995894842624,58.60430549,24.71216329,4.292,17.29378,0.007325,3.433066,12.758,0.031,2M,132.422806,7.5803375,0,0.1772,nan,nan,3.68239202,0.041859689,0.263748787,0.019197177,34.48200749,4.456990999,90.35277201,45
Gaia DR3 66640712564777856,57.97244162,24.38696725,1.326,12.341359,0.003657,1.330162,9.883,0.022,2M,135.85524,0.309357,0,0.41768869,-1.17451703,0.02324596,9.165988631,0.023435444,0.74256059,0.007668828,851.0459914,43.13565183,24.38326993,34
Gaia DR3 66642641008348416,58.07308636,24.45552848,1.057,16.535604,0.00288,3.00474,12.468,0.024,2M,133.791168,1.0156095,0,0.5971,-7.60960984,0.21631569,4.189453347,0.039390757,0.319397182,0.005287972,47.13425152,1.397699113,76.30073843,44
Gaia DR3 66648001127514368,58.18014229,24.46630941,1.069,16.8203,0.002943,3.043069,12.931,0.026,2M,135.546829,1.172295,0,0.6929,-6.61157906,0.22567419,3.517157565,0.035108126,0.244923008,0.004926672,30.60706248,0.969874356,95.76604349,44
Gaia DR3 66652467893487488,58.08605879,24.56550247,0.981,14.509749,0.00282,2.212852,11.157,0.021,2M,138.380447,0.4556965,0,0.36458015,-3.41731608,0.07469752,5.984736584,0.028321808,0.52798809,0.003168835,189.9973963,4.204808134,42.11501949,42
Gaia DR3 66655560269868544,58.22282675,24.71573129,1.017,9.341612,0.002768,0.638131,8.259,0.024,2M,135.442963,0.390808,0,0.747,4.63636838,0.06231809,8.942867792,0.017446147,1.207734722,0.004110975,9273.260342,297.2633317,9.344823351,15
Gaia DR3 66658996243552000,57.91364665,24.54890083,1.148,12.009029,0.003131,1.222796,9.808,0.022,2M,133.262375,0.2756115,0,4.203275105,0,0,9.202837194,0.028898829,0.753837291,0.007637432,915.2248273,46.19395589,23.73602381,33
Gaia DR3 66665902550940672,57.99505917,24.66792363,1.065,15.61589,0.00285,2.651002,11.921,0.032,2M,136.713394,0.559555,0,0.3363,-6.16784935,0.66340604,4.824778878,0.018764546,0.395589114,0.002692567,83.7006724,2.635299819,60.97172205,43
Gaia DR3 66665902550940800,57.99714339,24.66637672,1.075,15.811114,0.002878,2.752456,12.082,0.026,2M,136.536285,0.8590625,0,0.9618,-5.025676,0.09143553,4.728720122,0.015246194,0.382306963,0.002379796,71.83203897,1.995293377,63.36489591,43
Gaia DR3 66671468828544384,57.85777262,24.79415923,1.653,14.976172,0.002813,2.717497,11.197,0.023,2M,130.443893,0.6989515,0,0.30829358,nan,nan,5.751813668,0.03288541,0.503952934,0.003680275,160.9319158,4.143730522,44.95736537,43
Gaia DR3 66694455493470464,58.24642035,24.90154356,0.983,13.737393,0.003077,1.853489,10.707,0.02,2M,136.32869,0.3256455,0,2.4900343,-1.52857545,0.07722263,6.584705114,0.034566108,0.587641606,0.002951646,300.4057205,6.187916788,35.9407896,38
Gaia DR3 66695688147432832,58.23299128,24.96167862,0.978,18.756567,0.003466,3.568451,14.317,0.062,2M,136.277496,4.7737885,0,0.0925,nan,nan,2.014607862,0.064398393,0.133573083,0.006313457,7.378730508,0.781270209,136.5121552,45
Gaia DR3 66699712533433600,58.14713753,25.01800048,1.315,17.059772,0.003082,3.440024,12.724,0.028,2M,125.109039,1.5664975,0,0.5157,-5.18039928,0.47961583,3.561708716,0.037808751,0.249998887,0.00598546,31.60678466,1.220906113,94.27064908,45
Gaia DR3 66702048996405632,58.35205267,25.03533832,1.063,16.605087,0.002889,3.20423,12.552,0.026,2M,132.929535,1.2638165,0,0.6341,-4.03532879,0.14039288,4.02857579,0.042673321,0.301575459,0.006025625,42.71343319,1.446253174,80.50643888,44
