Name,RAJ2000,DEJ2000,RUWE,Gmag,e_Gmag,BP-RP,Kmag,e_Kmag,r_K,D,e_D,bin,Prot,EW,e_EW,chi,e_chi,mass,e_mass,Lbol,e_Lbol,tau,NSPTP
Gaia DR3 65131121756446592,55.47354924,23.45799817,1.849,13.487999,0.003619,1.850836,10.298,0.016,2M,132.813721,0.5908505,0,7.191901275,nan,nan,7.680336897,0.07234798,0.667153857,0.003736061,457.9459027,11.16459086,29.32570343,40.5
Gaia DR3 65134592089910656,55.53683189,23.58809258,1.116,14.803357,0.002903,2.349576,11.273,0.019,2M,136.705933,0.5091095,0,3.02481784,-3.03542506,0.09930513,5.788727315,0.027166209,0.507641126,0.002948974,165.084674,3.397391974,44.50667602,42.5
Gaia DR3 65135176205557888,55.72217258,23.51876637,1.042,16.075401,0.002937,2.852123,12.263,0.026,2M,127.97113,1.0278285,0,0.38,-8.0989845,0.19391412,4.367406541,0.042673321,0.339110512,0.005685569,52.55918337,1.677606307,71.94207712,43.5
Gaia DR3 65136791113382912,55.7037472,23.58020976,1.05,16.743004,0.003138,3.077446,12.757,0.022,2M,134.044907,1.778427,0,0.6804,-7.10374628,0.20728988,3.719439172,0.029706876,0.267969707,0.005552828,35.41604601,1.267418959,89.18788113,44
Gaia DR3 65147438335354624,55.39496601,23.63774378,0.984,17.286898,0.002992,3.094538,13.189,0.032,2M,134.81723,1.964958,0,0.5168,-5.41413449,0.46912467,3.203010325,0.034468514,0.216060652,0.00361928,23.22714113,1.12025723,104.8046389,44
Gaia DR3 65150947325369600,55.36594556,23.70834028,0.929,10.972593,0.002867,0.960622,9.313,0.018,2M,133.527969,0.3182145,0,5.46003985,2.28835637,0.01309613,8.922656757,0.04060972,0.903828999,0.004652534,2154.758619,52.56915884,16.88486637,28
Gaia DR3 65151531440914560,55.41492426,23.76309194,1.04,13.867477,0.002994,1.88602,10.873,0.018,2M,131.084106,0.334129,0,11.03854372,-0.703600136,0.040328678,6.205468956,0.022037253,0.551756918,0.002689871,227.9775482,5.236624458,39.51297128,38
Gaia DR3 65153833543386624,55.49449454,23.70733863,0.985,13.935524,0.003235,1.949469,10.841,0.016,2M,135.584213,0.436882,0,7.855862095,0,0,6.334379276,0.019588669,0.566798887,0.002494184,258.8486868,5.508612072,37.96580147,39
Gaia DR3 65155856471318912,55.69017183,23.82302573,0.983,17.686852,0.003207,3.497542,13.389,0.028,2M,139.502594,2.360535,0,0.3519,nan,nan,3.067499994,0.03015995,0.205907923,0.003708869,20.35217214,1.006484647,108.2135186,45
Gaia DR3 65156891560085504,55.60944688,23.86080481,1.002,17.641811,0.003195,3.302196,13.451,0.038,2M,136.906998,1.964966,0,0.4958,nan,nan,2.95678124,0.04093136,0.197612632,0.003954883,18.26940251,0.964970479,111.093023,44.5
Gaia DR3 65161250950264192,55.51216643,23.93174596,0.931,15.541395,0.002948,2.709002,11.108,0.023,2M,139.013229,1.2877045,1,0.8889,-5.36122357,0.06238122,6.064186603,0.031019123,0.536403868,0.004356723,201.3700994,6.152383209,41.17088679,45
Gaia DR3 65161560188203776,56.24778066,23.35510667,0.937,17.538729,0.003172,3.367915,13.411,0.033,2M,122.717781,1.8994675,0,0.2388,nan,nan,2.742222322,0.037520413,0.18164448,0.003822599,14.85713561,0.730693212,116.8857701,44
Gaia DR3 65161976802151680,56.24565011,23.38893761,0.947,13.374577,0.003486,1.72248,10.486,0.02,2M,131.753479,0.311462,0,5.863135755,-1.13657009,0.23449138,6.969343123,0.050112866,0.630050366,0.002949268,358.8677881,7.386133311,32.20943631,38
Gaia DR3 65163110673516928,56.24172825,23.40866985,1.067,16.323061,0.003544,2.951087,12.392,0.022,2M,133.959076,1.190933,0,0.7571,-6.59738945,0.30870495,4.318663213,0.036108194,0.333710815,0.005311574,51.01399507,1.519599014,73.10654817,44
Gaia DR3 65164171528305792,56.34244423,23.47170879,0.944,12.190561,0.003175,1.307002,9.848,0.017,2M,136.559036,0.297905,0,8.4849,1.06377277,0.038211,9.220005732,0.022330913,0.75828287,0.006002273,941.8362815,37.1616673,23.48678093,34
Gaia DR3 65165653294149760,56.30581964,23.51691607,1.058,16.157358,0.003361,3.204347,11.91,0.018,2M,138.089386,1.0859985,0,0.3403,-9.55115098,3.49827292,4.843981082,0.010555057,0.398244223,0.002008071,86.29874826,2.018361732,60.50610377,44.5
Gaia DR3 65167577439502592,56.15116939,23.50309919,1.096,15.381319,0.003226,2.618944,11.675,0.023,2M,137.874481,0.6273115,0,1.6598,-4.68158916,0.08777919,5.316420155,0.02846867,0.441299375,0.003263673,111.9733393,2.840314921,53.50839569,43
Gaia DR3 65168844452782208,56.31836128,23.56717359,0.911,17.820105,0.003327,3.373334,13.479,0.031,2M,140.756958,2.792305,0,0.1903,nan,nan,2.991488599,0.033391373,0.200212983,0.004255129,18.89826698,1.076085604,110.1810607,45
Gaia DR3 65169943964429952,56.27824738,23.61433927,1.018,16.988838,0.00319,3.448414,12.673,0.021,2M,137.334061,1.4707715,0,0.3337,-9.49413495,0.87509207,3.946142955,0.034466913,0.2924437,0.005680873,40.61142775,1.295165199,82.76499231,45
Gaia DR3 65170016980919808,56.23619491,23.60658805,1.154,16.171886,0.003002,2.869762,12.279,0.023,2M,132.661148,1.304802,0,0.8002,-8.08214406,0.2170509,4.469426166,0.037749476,0.350412061,0.005694259,55.94642298,1.788494138,69.57390484,44
Gaia DR3 65175480179315840,56.36459403,23.63254349,1.016,17.297462,0.00307,3.09389,13.269,0.034,2M,131.414368,1.4865495,0,0.2958,nan,nan,3.057041425,0.036622796,0.205124344,0.003378865,20.14567595,0.905665527,108.4818401,44
Gaia DR3 65178568258674176,56.4141677,23.75429705,5.671,11.925609,0.003331,1.623021,9.007,0.02,2M,139.210068,1.4804385,0,0.82602782,0,0,9.634062426,0.034202044,0.990196123,0.006620072,3759.894211,116.3914019,14.08176873,38
Gaia DR3 65179946945247488,56.08694073,23.56113434,1.042,15.793812,0.002965,2.72356,11.99,0.019,2M,134.468964,0.7671505,0,4.4526,-5.48203405,0.12870643,4.763243954,0.011141449,0.387080612,0.001837412,75.89032921,1.622483993,62.49234427,43.5
Gaia DR3 65181115176348544,56.06854764,23.61784231,1.037,15.794596,0.00308,2.948484,11.852,0.017,2M,133.094025,0.715164,1,0.37,nan,nan,4.831078676,0.009968665,0.396460194,0.001670261,84.54430278,1.641484657,60.81850242,44
Gaia DR3 65181527493208192,56.13214058,23.59062546,1.082,16.055323,0.003077,2.823798,12.175,0.023,2M,137.279602,1.022095,0,0.9184,-5.33397635,0.40867276,4.681105364,0.013487018,0.375723218,0.002276634,66.58853618,1.768407979,64.59177714,43.5
Gaia DR3 65184894747573376,55.90458573,23.6422933,1.179,15.929374,0.002917,3.057952,11.882,0.022,2M,132.384552,1.101738,0,0.366,nan,nan,4.806685652,0.012900626,0.393087343,0.002304807,81.32425524,2.186830361,61.41429343,44
Gaia DR3 65190048708380160,56.33827621,23.727469,1.095,12.071662,0.003146,1.537956,9.402,0.018,2M,137.060318,0.263016,0,0.426850405,0.169266922,0.015154067,8.83750571,0.053671503,0.897478155,0.002757475,2063.934917,53.08965478,17.1189668,36
Gaia DR3 65190220507070208,56.37322667,23.76050569,1.01,12.855757,0.002827,1.552153,10.251,0.018,2M,134.743927,0.3376315,0,7.0922232,0.7987245,0.05091036,8.034515959,0.081391478,0.682819436,0.00376083,506.6147135,12.4340058,28.2036934,36
Gaia DR3 65194584193758336,56.26365303,23.83941275,1.035,11.684071,0.002811,1.111439,9.73,0.018,2M,133.832123,0.2919995,1,7.0949,nan,nan,9.340151568,0.039023861,0.782555516,0.004595498,1102.681092,35.56566788,22.18240334,32
Gaia DR3 65195404530870144,56.30256448,23.89589278,1.054,18.358519,0.003632,3.289309,13.889,0.042,2M,135.001694,3.3187335,0,0.2594,nan,nan,2.466386562,0.048454454,0.160066316,0.004382304,11.2563175,0.814463214,125.2688545,45
Gaia DR3 65196370900147968,56.22433096,23.92128736,1.152,10.590246,0.002796,1.041856,8.816,0.021,2M,137.798401,0.2470555,0,2.382942475,3.62983462,0.01060322,9.453852665,0.015911023,1.033025158,0.008320924,4675.470363,151.7098684,12.92040021,30
Gaia DR3 65196405259884544,56.24411804,23.92807963,1.153,16.095974,0.003081,2.860808,12.128,0.018,2M,136.430176,0.807602,0,0.4849,-7.74307813,1.16419902,4.700757147,0.010555057,0.378440492,0.001791904,68.70460336,1.432101364,64.0820795,44
Gaia DR3 65199222758514048,56.66675106,23.78293539,0.986,16.09085,0.003695,2.8713,12.033,0.023,2M,133.937286,0.94458,0,0.33,-5.4118858,0.15891534,4.732981409,0.013487018,0.382896176,0.002238316,72.32097264,1.887901087,63.25642963,44
Gaia DR3 65199978672758272,56.65699954,23.78771963,1.112,10.045166,0.002788,0.900886,8.527,0.016,2M,133.21022,0.35733,1,6.1624,nan,nan,9.226700537,0.014789234,1.135881981,0.005491229,6501.568649,116.113029,10.62056618,25
Gaia DR3 65200283613608704,56.61536874,23.81268671,0.838,17.136478,0.002975,3.370455,12.632,0.026,2M,133.794388,1.788063,0,2.3468,nan,nan,3.920363086,0.042673321,0.289587853,0.007058189,39.97552954,1.590053668,83.48629144,45
Gaia DR3 65201039527567232,56.51150135,23.73737882,1.095,12.133683,0.002952,1.713054,9.257,0.019,2M,134.47171,0.3179935,1,3.944194955,2.74770665,0.03399449,9.092836289,0.046116293,0.921542688,0.004889471,2361.861506,60.59359931,16.25364068,38
Gaia DR3 65202418214188544,56.4436366,23.7953587,5.539,14.805443,0.002923,2.599205,10.926,0.021,2M,138.750473,1.8367465,1,nan,-3.40073931,0.12652388,6.291679341,0.025710128,0.561816423,0.005064326,248.1857996,10.84185041,38.47007657,43.5
Gaia DR3 65202830531043968,56.52714775,23.83901378,1.004,14.606908,0.002953,2.287283,10.922,0.018,2M,138.512985,0.5974195,0,3.55000896,-0.74151655,0.197254765,6.292031593,0.022037253,0.561857525,0.002896931,248.2719406,6.147164186,38.46588371,43
Gaia DR3 65208396808627840,56.92266393,23.97192773,1.055,13.007188,0.003312,1.547454,10.312,0.02,2M,135.176498,0.3303225,0,0.483001615,-1.38964447,0.01586384,7.790118952,0.090434975,0.672009591,0.004137794,472.509162,12.7749335,28.97214496,36
Gaia DR3 65211145587780992,56.64963218,23.96702098,1.032,13.736212,0.00346,1.853332,10.652,0.02,2M,137.464035,0.361145,0,5.44613985,nan,nan,6.784108013,0.06049069,0.618247443,0.010397528,333.0018421,10.80143124,33.19862564,39
Gaia DR3 65211557904569856,56.68162328,23.99513833,1.047,15.067968,0.002883,2.3863,11.575,0.022,2M,136.47876,0.584816,0,2.234,-2.92610623,0.11205137,5.412863694,0.027230902,0.451462499,0.003114809,121.0575022,2.928999496,51.99839657,42
Gaia DR3 65212691773969280,56.82537138,24.03663518,1.039,14.673646,0.00305,nan,nan,nan,nan,136.533966,1.2116925,0,2.09412819,nan,nan,nan,nan,nan,nan,nan,nan,0,nan
Gaia DR3 65212691775922048,56.82567094,24.03641689,3.362,13.563175,0.003778,1.86325,10.31712727,0.0856134,GBP,135.778488,1.295303,0,2.09,nan,nan,7.811140928,0.388870394,0.672939407,0.017687145,475.350242,57.41725919,28.90504151,41
Gaia DR3 65212932294091264,56.78826051,24.05217287,0.984,15.380993,0.002944,2.578222,11.717,0.025,2M,135.905441,0.6895825,0,0.2679,nan,nan,5.168992668,0.053378757,0.427345435,0.005462345,103.0734864,3.292514138,55.66668059,43
Gaia DR3 65213172812266240,56.74713193,24.02858778,1.118,16.13903,0.003027,3.087714,12.118,0.022,2M,139.042236,1.540413,0,0.49325,-4.77747277,1.17554378,4.730769065,0.012900626,0.382590273,0.002634945,72.06671775,2.219708594,63.31271523,44
Gaia DR3 65213172812266752,56.74273707,24.02818838,0.959,17.144829,0.003036,3.16395,13.067,0.028,2M,133.522324,1.6879425,0,0.8082,-9.10153583,0.79634406,3.311845574,0.03015995,0.224214826,0.003154803,25.82763069,1.082515805,102.1555981,44
Gaia DR3 65214409762926720,56.45391924,23.85288812,0.989,13.566717,0.002833,1.780031,10.661,0.019,2M,133.171906,0.299652,0,7.04,0,0,6.5762768,0.032837803,0.586944944,0.002802605,298.9635295,5.844236682,36.00633663,38
Gaia DR3 65214856439472640,56.46034507,23.8739525,1.018,13.134053,0.002964,1.677401,10.219,0.019,2M,137.814636,0.245842,0,7.09403374,0.44057552,0.08815476,8.375085461,0.075196741,0.692762727,0.00118961,565.4714037,15.7033636,27.51890636,38
Gaia DR3 65216363971331072,56.41243571,23.95032552,0.981,17.420778,0.003131,3.169293,13.313,0.038,2M,130.75,1.7166065,0,0.347,nan,nan,2.997799006,0.04093136,0.200685773,0.003825118,19.01490973,0.970566523,110.0161702,44
Gaia DR3 65216643145862144,56.51790822,23.92803516,1.135,15.73245,0.002922,2.716184,11.832,0.021,2M,141.452698,1.019394,1,0.4336,-4.02393184,0.09459263,5.108960011,0.044838156,0.421722163,0.00523048,99.79040507,3.050285899,56.56530415,44
Gaia DR3 65222209423382912,56.35891219,24.03516224,1.684,8.016329,0.0028,0.312109,7.459,0.02,2M,133.564438,0.8804165,1,0.1212,nan,nan,nan,nan,1.632744898,0.042985528,28479.42341,1234.059527,0,7
Gaia DR3 65222518661019520,56.43364214,24.07411627,1.118,13.691072,0.003197,1.829839,10.662,0.02,2M,135.707184,0.360359,0,3.81749856,-0.9308256,0.01792607,6.669376423,0.06049069,0.599280625,0.010405464,314.1648156,10.19832499,34.86676188,38
Gaia DR3 65222759179728640,56.3974926,24.08321203,1.02,9.984646,0.002832,0.826143,8.562,0.02,2M,136.288879,0.4265365,0,1.0199,3.96603764,0.03700228,9.213186983,0.018486543,1.140598073,0.006813562,6601.166402,146.594218,10.52935382,21
Gaia DR3 65223515093523328,56.59777712,24.0309438,0.975,16.894072,0.003085,3.072561,12.783,0.03,2M,134.941238,1.5381015,0,0.4678,nan,nan,3.703865377,0.040509376,0.266195326,0.005969606,35.02035357,1.349114001,89.67545637,44
Gaia DR3 65223583812996864,56.64804415,24.02653498,1.933,17.106117,0.003755,3.261354,12.821,0.03,2M,132.902969,3.3049085,0,0.2973,nan,nan,3.607931477,0.040509376,0.255265219,0.009414914,32.67854643,2.007415643,92.74742798,45
Gaia DR3 65223618172733952,56.6641102,24.02968529,0.926,11.957084,0.002855,1.201239,9.859,0.02,2M,136.10878,0.3153455,0,6.27259,1.16118362,0.02001984,9.196141312,0.026271662,0.752103475,0.007013711,905.0511167,41.86497935,23.83412843,32
Gaia DR3 65224442806459008,56.55361515,24.05437618,1.027,13.603668,0.003526,1.811161,10.594,0.021,2M,135.647064,0.302689,0,1.389585685,-1.30448287,0.01774314,6.857211582,0.052618509,0.623657281,0.003078811,343.3643653,7.380769899,32.74070931,38
Gaia DR3 65225611037551360,56.66388959,24.1032032,1.001,9.199545,0.002764,0.622579,8.191,0.014,2M,135.264832,0.3588105,0,0.8702,nan,nan,8.878445407,0.013645004,1.236064397,0.007664266,10019.53983,178.3905213,8.903043891,14
Gaia DR3 65226092073881856,56.72482171,24.13256768,0.973,17.303078,0.003085,2.826087,13.195,0.03,2M,140.048172,2.4085385,0,0.3912,nan,nan,3.285585317,0.032314232,0.22224735,0.003846307,25.17468549,1.292273775,102.7876836,44
Gaia DR3 65226401312036864,56.62993794,24.11734206,7.651,13.536427,0.003494,1.847313,10.461,0.017,2M,134.297272,2.285629,0,4.8107,-1.15925262,0.02026773,7.136041045,0.042595936,0.639554508,0.005771757,383.2188852,15.58756532,31.43891346,39
Gaia DR3 65228772133391488,56.49127162,24.1447552,1.024,17.9169,0.003143,3.329638,13.655,0.033,2M,131.771133,2.740311,0,0.2184,nan,nan,2.650240869,0.032539621,0.174356602,0.004526572,13.55760659,0.793104417,119.6435157,44.5
Gaia DR3 65229184450247296,56.5190139,24.16556688,1.034,17.291239,0.002981,3.211078,13.151,0.023,2M,132.136581,1.606987,0,0.728,-7.31353102,0.33261187,3.19697717,0.024774244,0.215608635,0.002816511,23.09090101,0.862119696,104.9537701,44.5
Gaia DR3 65229734206151680,56.60579067,24.16013209,2.622,14.781489,0.002922,2.550366,11.131,0.019,2M,137.988373,1.279289,1,0.322358275,-5.12882729,0.0610731,6.011493908,0.025624493,0.530822371,0.003944465,193.753918,5.351870994,41.79418721,43
Gaia DR3 65232066371441792,55.91547586,23.69242221,0.953,17.853973,0.003291,3.311489,13.568,0.033,2M,137.944992,2.6972505,0,0.294,nan,nan,2.848422517,0.035545655,0.189494161,0.00431344,16.43755924,0.949160133,113.9961674,45
Gaia DR3 65232105028172160,55.88313863,23.67405519,2.921,10.641136,0.00287,0.889114,9.103,0.02,2M,133.768036,0.9547195,1,3.99047488,nan,nan,9.641831145,0.049530411,0.957281667,0.005876993,2922.172706,59.92157326,15.07154721,25
Gaia DR3 65232757863112192,55.91264875,23.73484617,1.145,16.385273,0.003078,3.166224,12.252,0.022,2M,134.279282,1.08535,1,0.30745,nan,nan,4.553859812,0.034714411,0.360107362,0.005108378,59.02568666,1.690034269,67.6143572,44
Gaia DR3 65233788655261568,55.89338081,23.76192299,1.371,11.201932,0.003147,1.057806,9.37,0.02,2M,136.770264,0.4702605,1,5.39211344,nan,nan,8.911585,0.045121911,0.902609748,0.005302426,2141.190517,59.63579544,16.9294843,31
Gaia DR3 65237911823760640,55.81915549,23.83378661,1.055,16.364956,0.00448,2.964374,12.389,0.021,2M,136.329254,1.0084155,1,0.77015,nan,nan,4.38608995,0.034466913,0.341180226,0.004799756,53.16378861,1.429007352,71.50145573,44
Gaia DR3 65239522434899840,55.85409227,23.86709274,1.104,19.276834,0.004438,3.384496,14.236,0.07,2M,138.441055,7.764877,0,0.2668,nan,nan,2.134275465,0.072707863,0.141061786,0.008946136,8.314315802,1.274418919,133.2219643,47
Gaia DR3 65241313435901568,56.13333393,23.87505116,1.102,14.320809,0.002965,2.189036,10.60265183,0.085581377,GBP,134.786697,0.7626875,0,nan,0,0,6.80133965,0.204372116,0.620398577,0.012409878,335.7214643,30.04909102,33.01561543,43
Gaia DR3 65241313437941504,56.13312624,23.87541829,0.96,14.404743,0.003176,2.477674,10.29631065,0.085588947,GBP,135.274017,0.7387695,0,0.94073012,-0.483172256,0.069295932,7.869582832,0.388870394,0.675524332,0.017361981,483.3386325,57.24769176,28.71949308,44
Gaia DR3 65241863193865856,56.05056782,23.87708842,1.059,16.52288,0.002907,2.992064,12.575,0.022,2M,133.805161,1.21302,0,0.60815,-6.45231687,0.24117551,4.01420914,0.036108194,0.299983948,0.005356786,42.33941501,1.272096466,80.89489077,44
Gaia DR3 65242069352190976,55.9950144,23.88272596,3.06,9.539745,0.002763,0.735201,8.308,0.024,2M,135.726959,1.1035995,1,2.3969,nan,nan,8.975180655,0.017446147,1.200367058,0.004932025,8763.418904,338.0953765,9.465042012,18
Gaia DR3 65242271214003456,56.08203436,23.89608304,2.393,18.296852,0.009505,3.733289,13.307,0.028,2M,121.956093,4.065128,0,0.3103,nan,nan,2.841406063,0.03015995,0.188968473,0.006174218,16.32548346,1.365981833,114.1871167,46.5
Gaia DR3 65244435877629824,56.11627525,23.99996954,0.989,17.847445,0.003271,3.29052,13.493,0.043,2M,137.066071,3.105377,0,0.3044,nan,nan,2.914256168,0.046317065,0.194426561,0.00523944,17.52734426,1.236868226,112.2221749,45
Gaia DR3 65244646332548352,56.19720699,24.01054635,1.198,16.130625,0.002999,2.7916,12.334,0.019,2M,129.522964,1.050705,0,0.7563,-3.22454682,0.38437823,4.293838814,0.03118435,0.330960814,0.004702627,50.24459288,1.322854852,73.70800358,43
Gaia DR3 65244749411766528,56.14752673,24.0013381,1.152,13.679698,0.002805,1.821913,10.654,0.019,2M,135.54303,0.3114015,0,9.0574,0,0,6.685630935,0.057466155,0.601967734,0.009820481,316.7673111,9.695963296,34.62434735,38
Gaia DR3 65245539685760640,55.98747109,23.95165057,0.96,16.285315,0.003037,2.955489,12.302,0.025,2M,133.955338,1.2295075,0,0.81795,-5.8528772,0.48391569,4.466272132,0.041032039,0.350062662,0.005803785,55.8385033,1.819931935,69.64574771,44
Gaia DR3 65247704349267584,56.05441877,24.0308198,0.954,11.167223,0.002969,1.009711,9.416,0.024,2M,131.080521,0.2812425,0,6.1589,1.91836917,0.01099863,8.737285381,0.110890438,0.880932646,0.003648705,1772.205026,60.56842222,17.74901074,29
Gaia DR3 65248151025861120,56.09607769,24.06830539,2.252,13.168843,0.00314,1.745812,10.166,0.021,2M,133.609375,0.6835785,0,0.35677071,-1.11035556,0.0180135,8.318474665,0.083112188,0.691885188,0.001456911,554.1601102,18.905528,27.57851028,38
Gaia DR3 65248460263511552,56.05306417,24.0317929,6.151,11.859773,0.004783,1.278065,9.55,0.069,2M,135.379013,2.4178085,1,nan,-0.239863437,0.031204876,9.266533108,0.513530018,0.861389196,0.025479401,1578.54283,249.3674367,18.53247928,33
Gaia DR3 65249250535404928,56.06095827,24.10210772,1.176,10.878019,0.002872,1.281343,8.558639991,0.085578206,GBP,139.468979,0.3086625,2,2.0541,nan,nan,8.936612177,0.021080761,1.209161067,0.00487218,9375.338008,357.2319362,9.321810079,33
Gaia DR3 65254576296865152,55.68521083,23.97096644,0.995,17.378773,0.003244,3.148234,13.227,0.024,2M,136.111282,1.862564,0,0.4436,nan,nan,3.184421918,0.025851385,0.214667968,0.003070317,22.80993601,0.929917268,105.2648976,44.5
Gaia DR3 65254851174771584,55.6675977,23.9893627,1.434,14.815301,0.002961,2.49711,11.149,0.019,2M,134.980728,0.751152,0,0.2589,-5.96190476,0.07283969,5.922693719,0.025624493,0.521416172,0.003213985,181.5649005,4.076078443,42.87034092,43
Gaia DR3 65254885534508672,55.67434584,24.00437609,1.048,16.582888,0.002983,2.909595,12.679,0.028,2M,135.301971,1.1950075,0,0.67065,-4.91432607,0.20104632,3.882068149,0.047661941,0.285467469,0.006161995,39.07556852,1.353533339,84.5397999,44
Gaia DR3 65257187636977536,55.67153127,24.02859435,1.119,17.168375,0.003285,3.255332,13.081,0.028,2M,138.801666,1.6044845,0,0.5634,-5.07943218,0.35589794,3.384667405,0.028743495,0.229881257,0.003026572,27.80431647,1.117058448,100.3598922,44
Gaia DR3 65263097511969792,55.79845269,24.11463545,1.147,17.451342,0.003136,3.3752,13.197,0.034,2M,136.291397,1.8637465,0,0.4164,nan,nan,3.219827294,0.036622796,0.217320616,0.003632549,23.61115835,1.143052777,104.3902251,44.5
