Name,RAJ2000,DEJ2000,memclass,Kmag,e_Kmag,r_K,Gmag,e_Gmag,BP-RP,bin,RUWE,D,e_D,mass,e_mass,Lbol,e_Lbol,tau,Prot,EW,e_EW,chi,e_chi,NSPTP
Gaia DR3 1604815389143862784,215.2143235,51.63117825,ms,9.671,0.015,2M,12.329202,0.002809,1.620373,0,1.076,95.3597031,0.0907936,0.647166242,0.003027845,402.5769059,7.936008339,30.83799413,9,0.367664169,0.021836335,7.283678504,0.058534338,36
Gaia DR3 1604818863774386944,215.1343252,51.66991622,ms,10.5,0.017,2M,13.765037,0.002805,2.163515,0,1.138,94.4085617,0.12654115,0.502155713,0.002465799,158.9463344,2.730543767,45.17895097,13.4901,-1.184938557,0.155608352,5.733825991,0.024306608,41.5
Gaia DR3 1605279799664073344,216.8996339,52.54792443,ms,13.72,0.04,2M,18.087772,0.003277,3.519636,0,0.977,98.4420624,1.3272171,0.125980772,0.003216841,6.537617242,0.34399074,139.9422656,nan,nan,nan,1.893284618,0.04154735,45
Gaia DR3 1605310723428572032,216.9994025,52.84055085,ms,12.015,0.025,2M,15.909488,0.00284,2.883299,0,1.113,101.629448,0.3407175,0.291838114,0.004732858,40.47574517,1.072598181,82.91734146,2.202722094,-8.83150745,0.11471693,3.940676306,0.041032039,44
Gaia DR3 1605544850685882240,221.9053917,51.62793446,ms,11.846,0.021,2M,15.756602,0.002855,3.007302,0,1.148,103.500412,0.3202665,0.329763954,0.004007989,49.91336728,1.117863466,73.97156223,0.438472455,-5.722550961,0.087375497,4.283034708,0.034466913,44
Gaia DR3 1605868004025032064,220.7348983,52.68367623,ms,9.671,0.019,2M,12.342363,0.002766,1.605138,0,1.095,98.2317047,0.1307335,0.660044144,0.003843164,437.4284062,10.97390342,29.85299088,11.72679152,0.397395703,0.01042506,7.534944987,0.074143495,36
Gaia DR3 1605888688587491968,220.0993289,52.60215506,ms,11.239,0.022,2M,14.853866,0.002794,2.628573,0,1.229,98.6945267,0.2527084,0.39289452,0.00183856,81.14391887,1.735897221,61.44856034,nan,-0.279509545,0.065903564,4.805291121,0.012900626,43
Gaia DR3 1606103196434306944,223.1581483,53.0519117,ms,11.608,0.018,2M,15.339597,0.002885,2.724265,0,1.141,101.070648,0.3077655,0.363656605,0.003488938,60.19483543,1.171852409,66.9131371,0.960828299,-7.17032817,0.081849244,4.584662283,0.0284027,43
Gaia DR3 1606191329163112576,222.5235343,53.63571106,ms,9.76717389,0.085574908,GBP,13.139915,0.002772,1.948443,1,1.696,98.4580154,0.20927045,0.641859831,0.017224871,389.0369995,45.69393553,31.25541763,nan,nan,nan,7.180142754,0.335596871,42
Gaia DR3 1606191329163536640,222.5236571,53.63483911,ms,8.44539795,0.085575754,GBP,10.098046,0.002798,0.899195,1,0.949,98.2222977,0.13845065,0.952558058,0.02001293,2874.884927,205.7473497,15.22112098,6.272964515,1.988489834,0.01805721,9.591529248,0.212980766,29
Gaia DR3 1606831343714000000,220.2829196,54.14164828,ms,13.838,0.033,2M,18.280542,0.003186,3.600604,0,0.95,101.499382,1.3816755,0.122716511,0.002207334,6.197527672,0.291648968,141.446964,nan,nan,nan,1.837886763,0.045199864,45
Gaia DR3 1606929445063211776,219.8599275,54.77406743,ms,8.243,0.034,2M,9.685638,0.002812,0.839371,0,1.035,90.1681671,0.11611175,0.956351244,0.007935448,2912.797175,80.93825502,15.10085445,4.954337574,2.418882526,0.112233757,9.63192303,0.084201698,24
Gaia DR3 1607059080062504192,218.7484276,54.78084635,ms,13.886,0.053,2M,18.608767,0.003295,3.800406,0,1.018,112.000374,1.9534035,0.133405857,0.004219429,7.359086877,0.512011886,136.5866716,nan,nan,nan,2.011935631,0.055050239,45.5
Gaia DR3 1607164362593977472,219.064316,55.13961769,ms,8.259,0.033,2M,9.531792,0.00283,0.778232,0,0.922,98.1916962,0.0870895,0.987748149,0.004467556,3641.432559,231.8359611,14.15233703,4.451427211,2.773789235,0.030836941,9.663947818,0.056128328,19.5
Gaia DR3 1607285240153564800,221.5801687,55.22817988,ms,11.691,0.022,2M,15.576284,0.002866,2.836543,0,1.165,93.1687851,0.2140503,0.316432814,0.004097575,46.3684024,1.061945672,76.98231977,nan,nan,nan,4.162693857,0.036108194,44
Gaia DR3 1607476280298633984,222.0118439,56.1592058,ms,8.113,0.021,2M,9.816512,0.002779,0.998196,1,2.267,97.2737656,0.23715595,1.016265839,0.005604588,4292.763913,131.2285218,13.35881945,6.944909333,1.716791611,0.031369654,9.4940752,0.013579235,29
Gaia DR3 1607844444896321024,214.6297776,52.03332081,ms,6.557,0.018,2M,6.90356,0.002767,0.185564,0,0.966,95.8131638,0.17491145,1.835264793,0.019173993,43550.70733,1565.689411,0,0.546,nan,nan,nan,nan,4
Gaia DR3 1608103448603945216,213.8208161,52.5359235,ms,6.367,0.021,2M,6.561181,0.00277,0.098922,0,0.957,93.4286499,0.1902237,1.893784128,0.010729175,58414.45635,2098.411028,0,0.561,nan,nan,nan,nan,2
Gaia DR3 1608114095830830592,214.0054874,52.78632939,ms,8.598971258,0.085578374,GBP,10.312345,0.002877,0.932937,0,1.015,93.2020493,0.13430405,0.891205905,0.012843768,1948.080943,244.6334673,17.35433641,nan,1.78529586,0.04264748,8.712200416,0.256430515,29
Gaia DR3 1608114100122827904,214.0047506,52.78630585,ms,8.234229735,0.085576115,GBP,9.988687,0.002809,0.955879,1,0.936,93.3771667,0.0980606,0.974104586,0.013442406,3201.15208,535.8069649,14.55445146,nan,1.828829201,0.01872968,9.750130117,0.08884718,30
Gaia DR3 1608637983053293696,214.8380143,53.92501007,ms,11.848,0.02,2M,15.648208,0.003318,2.819323,1,1.166,101.286179,0.259697,0.320878701,0.003774596,47.52173208,1.001675429,75.96272262,0.743279837,-7.442458654,0.078579704,4.202827094,0.032825631,43.5
Gaia DR3 1608751851226140544,214.7092421,54.8287498,ms,10.497,0.019,2M,13.732266,0.002836,2.13009,0,1.314,96.7960052,0.1360016,0.510339541,0.002751062,168.1907092,3.226803444,44.1803434,15.2589,-0.72928445,0.032064938,5.815734681,0.027166209,41.5
Gaia DR3 1608752435341695872,214.7329851,54.86378191,ms,6.025,0.017,2M,6.457463,0.002793,0.23295,0,13.004,95.4816208,2.54039385,2.011954349,0.040827879,103513.5865,16479.28627,0,nan,nan,nan,nan,nan,5
Gaia DR3 1608871010798510208,215.0428731,55.35296218,ms,11.302,0.026,2M,14.942689,0.0028,2.609549,0,1.104,92.6618118,0.174942,0.376686066,0.002132668,67.33078974,1.673651965,64.41062937,9.831786934,-2.90780263,0.05711297,4.688068844,0.015246194,43
Gaia DR3 1609576313148316288,212.833456,55.28839936,ms,13.206,0.03,2M,17.479708,0.003046,3.411233,0,1.119,94.5632629,0.7064972,0.153714926,0.002217492,10.17244082,0.366016546,127.8652046,nan,-9.265176875,0.398852068,2.353656473,0.034610324,45
Gaia DR3 1609594558169410944,213.5068433,55.55234569,ms,13.66,0.042,2M,18.070358,0.003133,3.386649,0,0.951,102.790833,1.1249965,0.135984031,0.003129312,7.667836212,0.392205604,135.4429382,nan,nan,nan,2.053134209,0.043624718,45
Gaia DR3 1609726087247553664,213.9527589,56.07665806,ms,11.676,0.019,2M,15.412317,0.002903,2.758484,0,1.082,99.7095566,0.2111664,0.345944288,0.003553006,54.58202814,1.082288837,70.49910089,2.997818452,-6.84227952,0.10482779,4.429095361,0.03118435,43
Gaia DR3 1609838615390487296,212.1639831,55.9260358,ms,10.512,0.018,2M,13.868431,0.002824,2.263673,0,1.109,92.7143631,0.0944748,0.490081701,0.004942608,150.748459,2.886681238,46.70176248,5.706270097,-3.1974531,0.048063463,5.664120228,0.02382213,42
Gaia DR3 1609909671329800576,213.2370755,56.2095208,ms,13.085,0.029,2M,17.107096,0.002936,3.159802,0,1.024,99.245018,0.6120758,0.170038358,0.002599795,12.84189069,0.426237735,121.312487,0.442,-5.898,0.188,2.597983586,0.028595425,44
Gaia DR3 1610713483049385600,218.8965981,56.93225935,ms,9.587,0.019,2M,12.015053,0.002763,1.423376,0,1.102,104.92569,0.1208155,0.694754501,0.001175547,592.0091072,16.24333126,27.38421096,10.84484615,0.660451339,0.012270271,8.503576575,0.075196741,34
Gaia DR3 1610737358771219328,218.6978266,57.19706241,ms,13.943,0.055,2M,18.255436,0.003227,3.446251,0,1.003,117.938789,1.576187,0.136994865,0.004038407,7.792394062,0.518143321,134.9974783,nan,nan,nan,2.069287078,0.057127606,45
Gaia DR3 1610939879365230464,217.8971469,57.39401124,ms,12.386,0.026,2M,16.47434,0.002838,3.18072,0,1.091,99.3887711,0.41708755,0.226829507,0.002224571,26.72164559,0.784951062,101.3224643,nan,nan,nan,3.345848117,0.026690388,44
Gaia DR3 1611371849995774592,216.2964185,57.63321819,ms,8.222,0.026,2M,9.532012,0.002775,0.767399,0,0.914,102.952011,0.0996365,1.019947868,0.006746207,4378.530744,161.6124749,13.26078491,4.466548166,2.443746618,0.036950703,9.484869012,0.016812386,20
Gaia DR3 1611685691846029952,214.0726942,58.38941402,ms,7.465,0.018,2M,8.436284,0.002764,0.572856,0,0.977,100.849251,0.1694335,1.270432349,0.007030735,11168.27108,297.701297,8.407966367,1.28,4.20611559,0.0425578,8.795524491,0.017502166,15
Gaia DR3 1611876697631820032,217.7663314,58.43913178,ms,12.802,0.03,2M,16.786278,0.002851,3.08391,0,1.034,102.119682,0.430748,0.198006115,0.002530554,18.36320047,0.614845964,110.9544739,nan,nan,nan,2.962033122,0.032314232,44
Gaia DR3 1611966617067030912,216.9800776,59.09792043,ms,12.234,0.022,2M,16.07052,0.003031,2.937902,0,1.067,106.786003,0.3710785,0.27157326,0.004226672,36.18755191,0.855197866,88.20703835,5.17508,-8.17895408,0.27573735,3.751988245,0.037448668,43.5
Gaia DR3 1611980464041596672,217.4361609,59.24573286,ms,9.494,0.02,2M,12.480314,0.00289,1.827985,1,7.344,97.4385605,0.5610695,0.690594256,0.001445112,537.9302179,18.20072392,27.66648258,2.719579448,-1.551000823,0.026926952,8.235195496,0.079154464,38
Gaia DR3 1612110653090004096,214.7487149,59.15297373,ms,10.978,0.02,2M,14.473968,0.002807,2.400488,0,1.083,100.820686,0.159298,0.44257393,0.002647077,113.0741018,2.320830208,53.31621696,4.692771254,-2.955807294,0.055023181,5.328515117,0.024755366,42.5
Gaia DR3 1612850864934114048,224.8854118,57.31298461,ms,9.508,0.022,2M,11.734842,0.002763,1.283131,0,0.933,107.711617,0.141121,0.710056026,0.004436016,705.0946824,17.00664395,26.37616341,8.8,0.868797342,0.051866065,9.044708348,0.097006571,33
Gaia DR3 1612918656697817344,227.4402441,56.86259117,ms,12.11,0.019,2M,16.069376,0.002819,2.983394,0,1.033,109.477173,0.399269,0.303940717,0.003742609,43.2754009,0.904360059,79.93311023,nan,-7.603018108,0.143868435,4.04992709,0.03118435,44
Gaia DR3 1612930712670148608,226.482353,56.60387534,ms,13.217,0.029,2M,17.256893,0.002905,3.136989,0,1.004,103.351158,0.692509,0.166445011,0.002640028,12.27520892,0.413839298,122.7215144,0.22,-5.985,0.334,2.55449865,0.028595425,44
Gaia DR3 1613194118719310080,226.2799091,57.51271402,ms,8.777,0.02,2M,11.127227,0.002977,1.343361,1,2.946,105.86731,0.3941385,0.90990424,0.005350287,2223.657618,62.49944645,16.66481954,1.284801421,-0.101,0.038,8.979135948,0.048543467,34
Gaia DR3 1613195115152921088,226.553979,57.47904246,ms,12.732,0.027,2M,16.714981,0.00295,3.018138,0,0.999,105.250694,0.5201645,0.208945761,0.002343872,21.17293973,0.655823767,107.1804165,0.646,-7.267,0.174,3.108046584,0.029082808,44
Gaia DR3 1613253251830161920,226.083517,57.77854121,ms,11.142,0.016,2M,14.540673,0.002799,2.358975,0,1.207,105.706146,0.179348,0.431716073,0.003284195,105.6996529,2.017297307,54.97981937,2.843397468,-2.370705296,0.08103959,5.215652512,0.034162405,42
Gaia DR3 1613315511675899648,227.4928095,58.04465169,ms,12.952,0.03,2M,17.182089,0.002993,3.409039,0,1.039,106.36338,0.851372,0.193029852,0.002794153,17.21161696,0.637416694,112.7212989,nan,nan,nan,2.895614033,0.032314232,44.5
Gaia DR3 1613400929985403520,226.9781886,58.57573567,ms,9.489,0.016,2M,11.669733,0.002759,1.275269,0,1.585,119.323593,0.256767,0.778151777,0.005674668,1070.553446,39.89250605,22.41215375,nan,0.8018795,0.024083353,9.306654056,0.032564129,33
Gaia DR3 1613941992785522560,222.3756425,58.49495408,ms,13.769,0.036,2M,18.919024,0.006728,3.782314,0,2.23,122.542068,4.2018735,0.15370531,0.005301062,10.17088163,0.896840846,127.8691815,nan,-6.626511674,1.087924025,2.353485801,0.041532389,46
Gaia DR3 1613968552863278208,222.574762,58.68912081,ms,9.848,0.02,2M,12.612667,0.00294,1.644418,0,1.157,104.51062,0.1262095,0.651557848,0.00403627,414.1382583,10.91848277,30.49767931,7.868525781,-0.835103506,0.027883832,7.369365075,0.078045784,37
Gaia DR3 1614153099017986560,226.0943184,58.87665152,ms,11.703,0.018,2M,15.458918,0.002891,2.747047,0,1.024,104.225052,0.213253,0.358538853,0.003367822,58.51626864,1.099259901,67.92697194,2.505261896,-5.49993526,0.12294785,4.54024734,0.0284027,43
Gaia DR3 1614204913503382784,225.8202423,59.01153099,ms,8.12,0.021,2M,9.283709,0.002773,0.708414,0,0.917,105.470657,0.116196,1.068050985,0.004405139,5431.388177,139.4903815,12.06565,3.523421811,3.635603946,0.081313166,9.357223651,0.016765781,18
Gaia DR3 1614257105945926656,226.0733932,59.53505372,ms,6.988,0.017,2M,7.378047,0.002767,0.23576,0,0.979,109.676285,0.223747,1.695115116,0.030709055,30287.35066,931.8881074,0,0.0875,nan,nan,nan,nan,5
Gaia DR3 1614271571396149120,224.2536086,58.55800259,ms,9.046,0.02,2M,10.979895,0.002784,1.101945,1,19.383,101.48629,2.2291643,0.801263275,0.012656552,1254.796224,114.6433015,21.23890718,7.615247365,1.287485689,0.025807186,9.535291722,0.057358827,32
Gaia DR3 1614285865047284608,223.9304289,58.61112411,ms,12.385,0.018,2M,16.201458,0.002831,2.852749,0,1.083,103.472672,0.316143,0.237549576,0.002955133,29.21088491,0.551746715,97.9870931,0.57,-5.33754167,0.18222697,3.452440724,0.024305626,43.5
Gaia DR3 1614381144601686400,224.1224725,59.37928316,ms,8.450035496,0.085575983,GBP,9.838139,0.002805,0.754468,0,1.248,108.977493,0.1963195,0.994072613,0.018715677,3827.61814,344.5322753,13.97098391,4.624017188,nan,nan,9.603568139,0.147068791,21
Gaia DR3 1614381144601686528,224.123385,59.37990843,ms,7.245456752,0.085574682,GBP,8.149788,0.002765,0.498657,1,0.895,108.700462,0.2025605,1.454689499,0.024251433,19238.1088,2273.121125,0,nan,5.444711627,0.030018431,nan,nan,13
Gaia DR3 1614432100093610112,224.7792097,59.5202391,ms,9.535,0.018,2M,11.858661,0.00287,1.358691,0,1.109,104.02552,0.134968,0.696797116,0.001116757,620.5182228,16.1630984,27.24692237,3.66435189,0,0,8.635347498,0.071239018,34
Gaia DR3 1614444366520250624,225.8822997,59.57318828,ms,11.745,0.02,2M,15.637307,0.002802,2.985212,1,2.289,100.272392,0.66110615,0.335610014,0.004464578,51.55222469,1.287725418,72.6944985,nan,nan,nan,4.335807368,0.032825631,44
Gaia DR3 1614499681403394304,224.6705729,59.88378605,ms,13.947,0.053,2M,18.551598,0.003321,3.580309,0,0.982,100.106911,1.3096162,0.115769365,0.003002488,5.362451177,0.346137072,144.7107323,nan,-8.513556618,0.828969406,1.650902173,0.068145671,45.5
Gaia DR3 1614621662770247936,228.8967298,58.12035882,ms,11.617,0.018,2M,15.202731,0.002842,2.606112,0,1.059,109.819931,0.2580415,0.381060043,0.001517684,70.80820644,1.248102693,63.59515497,2.722779961,-5.28027789,0.12908682,4.719702185,0.010555057,43
Gaia DR3 1614670419238958592,228.9950953,58.58511522,ms,10.982,0.02,2M,14.51937,0.002829,2.547928,0,1.128,109.273949,0.2214205,0.464848441,0.002670174,134.1564372,2.777815859,50.08566,4.926940949,-3.660561708,0.05801979,5.529172522,0.018988654,43
Gaia DR3 1614803047829549824,230.7327893,59.39751678,ms,12.884,0.025,2M,16.788078,0.002888,3.044691,0,1.061,111.348518,0.567871,0.206552195,0.002207057,20.52354155,0.598066338,107.9934683,1.5,nan,nan,3.07609921,0.026928526,44
Gaia DR3 1614824247787568896,228.296963,58.2924561,ms,11.174,0.018,2M,14.954061,0.002842,2.780173,0,2.636,104.044815,0.4515075,0.418400344,0.004058734,97.90034851,2.314268898,57.10415737,nan,nan,nan,5.073497096,0.038432705,43.5
Gaia DR3 1614924299049856000,227.4960164,59.10461502,ms,13.942,0.045,2M,18.532667,0.003456,3.455752,0,1.091,105.764107,2.1829755,0.121980361,0.003157499,6.103206572,0.414966973,141.7888283,nan,nan,nan,1.817720774,0.061636179,45.5
Gaia DR3 1614947358730040064,228.0960879,59.23478343,ms,9.582,0.015,2M,12.174059,0.002763,1.568631,0,1.103,94.5588531,0.09843445,0.661307464,0.003034916,441.0057753,8.714058477,29.75845287,11.5,0.425497669,0.023589495,7.559594177,0.058534338,36
Gaia DR3 1615031643168638848,230.0907711,59.9724037,ms,11.922,0.026,2M,15.604085,0.00281,2.708518,0,1.015,111.222298,0.293274,0.344348082,0.004837781,54.1026798,1.465919712,70.83311041,0.720179196,-8.68704015,0.08320753,4.414686341,0.042673321,43
Gaia DR3 1615095552281949056,229.4804705,60.1612964,ms,12.307,0.024,2M,16.255817,0.002823,2.977946,0,1.075,90.4646759,0.34550095,0.216707042,0.00205166,23.42336419,0.633865281,104.5918003,nan,nan,nan,3.211637819,0.025851385,44
Gaia DR3 1615219487858308480,231.9235245,59.98704079,ms,8.975,0.02,2M,10.867496,0.002788,1.042409,0,0.836,109.228874,0.1272545,0.886523831,0.003009864,1865.858491,52.44871452,17.53278266,7.391382448,1.56791285,0.10187124,8.61866323,0.059635003,32
Gaia DR3 1615477495133500800,229.6655569,60.38973193,ms,12.89,0.032,2M,16.97847,0.002937,3.180296,0,1.093,96.803215,0.4166298,0.181504775,0.002717605,14.83108971,0.514951594,116.9379489,0.563,-8.217,0.221,2.740272901,0.036383431,44
Gaia DR3 1615954442661853056,226.1072888,59.88078282,ms,7.99,0.017,2M,9.510843,0.002862,0.878684,1,1.094,106.43306,0.12347,1.149458165,0.005540388,6792.424342,122.4032001,10.36099622,5.221270388,1.883298552,0.032210115,9.187562355,0.021424096,27
Gaia DR3 1616063564895405824,226.3150578,60.70688309,ms,8.983,0.02,2M,11.544675,0.002816,1.384566,1,1.748,98.4335098,0.2470741,0.800404303,0.00512214,1247.372849,44.9252497,21.28110286,9.720546702,0.459349379,0.015474928,9.525314622,0.057358827,36
Gaia DR3 1616177467427816832,226.4741715,61.09703799,ms,13.772,0.049,2M,18.983568,0.003975,3.788181,0,1.164,103.109543,2.739044,0.129142756,0.004883376,6.875592821,0.556619982,138.5019858,nan,-6.421244379,1.44112691,1.943812333,0.050895504,46
Gaia DR3 1616226571789458688,227.2067377,61.76358143,ms,10.786,0.018,2M,14.460838,0.003054,2.643287,0,5.793,104.141449,0.8669585,0.484205782,0.006955132,147.3871707,3.986927186,47.46488701,0.493755569,-5.50237613,0.08616559,5.63560641,0.02382213,43
Gaia DR3 1616682147561291392,229.9535628,62.55931287,ms,11.961,0.02,2M,15.542263,0.002808,2.616411,0,0.984,106.147881,0.2871285,0.318836362,0.003792545,46.98839906,0.995193015,76.42914665,nan,nan,nan,4.184390803,0.032825631,43
Gaia DR3 1617050514019871488,222.2257631,59.30301956,ms,13.273,0.026,2M,17.722334,0.003006,3.747261,0,0.972,110.116096,0.800812,0.173108453,0.002475569,13.34673202,0.421495769,120.1232149,7.7,-9.124,0.454,2.635136376,0.025637277,44.5
Gaia DR3 1617117038768988544,220.1257084,58.84639409,ms,12.525,0.023,2M,16.477167,0.002858,2.927218,0,1.019,99.5464935,0.4125481,0.215893844,0.001990986,23.17677098,0.608402853,104.8596447,0.8,-5.26230997,0.1419302,3.200783905,0.024774244,44
Gaia DR3 1617349860356054144,220.6316301,60.23097678,ms,7.282,0.023,2M,8.03793,0.002766,0.467106,0,1,105.052452,0.200451,1.390816903,0.019473252,16360.53363,622.8873563,0,0.89,nan,nan,nan,nan,11
Gaia DR3 1617388377623238272,222.8760733,59.53208656,ms,9.386,0.018,2M,11.51769,0.002775,1.237011,0,0.898,103.1912,0.1482165,0.715837612,0.003654855,727.3405625,14.42352492,26.00727575,9.208118246,0.940131645,0.034025683,9.08464033,0.010678886,33
Gaia DR3 1617661674982061312,221.4894244,60.16819181,ms,12.297,0.028,2M,16.15735,0.002856,2.922606,0,1.017,106.639671,0.453373,0.261169336,0.004531575,33.92337492,0.987512142,91.07326727,0.66,-8.48840944,0.21192351,3.659752099,0.037808751,44
Gaia DR3 1617712351300477440,220.9644736,60.23533323,ms,9.485,0.016,2M,12.119495,0.003083,1.488511,1,7.603,96.5200806,0.68566515,0.689617313,0.004450904,529.3121415,15.40919547,27.73328803,1.098864297,-1.40568709,0.05670804,8.188207432,0.07234798,36
Gaia DR3 1617746131218923136,221.7481999,60.64484349,ms,11.953,0.023,2M,15.55086,0.002796,2.625886,0,1.08,108.597145,0.335327,0.329299841,0.004360125,49.78551428,1.214147583,74.07405808,14,0,0,4.278845135,0.037749476,43
Gaia DR3 1617901815193606528,222.3344875,61.45551565,ms,13.96,0.046,2M,18.30351,0.003155,3.364495,0,1.024,116.515495,1.8385125,0.134180155,0.003718957,7.450483374,0.455048112,136.2420298,nan,nan,nan,2.024308709,0.047779453,45
Gaia DR3 1617985343716501248,218.7250909,59.86221565,ms,nan,nan,nan,15.223284,0.003634,nan,0,1.453,105.478729,1.2625465,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan
Gaia DR3 1617985343717739776,218.7258461,59.86207988,ms,8.536260909,0.08557983,GBP,10.709688,0.00292,1.195384,1,13.498,110.715279,2.3893245,0.98555816,0.013203613,3532.908098,706.9763128,14.21587103,nan,nan,nan,9.684190062,0.102454406,33
Gaia DR3 1618223177530706944,216.7394014,60.08653674,ms,14.397,0.064,2M,20.207531,0.007275,2.700256,0,1.887,99.8178024,8.17564785,0.096184966,0.00586971,3.367050196,0.664874356,154.3798203,nan,nan,nan,1.123015161,0.058499367,49
Gaia DR3 1618236822642628736,217.6941485,60.19038819,ms,11.113,0.015,2M,14.639533,0.002835,2.439976,0,1.008,106.466919,0.179119,0.440409079,0.00201417,111.2108025,1.732601967,53.64312013,1.683313449,-4.105807817,0.059533969,5.307971635,0.018566524,43
Gaia DR3 1618391853781870464,218.9388342,61.27548828,ms,11.9,0.02,2M,15.652842,0.003182,2.778421,0,1.007,100.275612,0.29216785,0.307467568,0.003810905,44.12711589,0.939164663,79.08696363,0.882863987,nan,nan,4.081764149,0.032825631,43
Gaia DR3 1618443698331637248,217.2768851,61.4597887,ms,13.907,0.051,2M,18.421614,0.003186,3.472117,0,1.047,95.1978302,1.39382555,0.112309237,0.002996558,4.989504618,0.321407866,146.3680502,nan,nan,nan,1.561923773,0.065574136,45
Gaia DR3 1618591449502198912,220.1669887,61.34341682,ms,11.879,0.016,2M,15.731559,0.002848,2.861848,0,1.031,97.3761826,0.2507019,0.299699791,0.003080185,42.27298131,0.725718358,80.96447469,2.417486168,-4.966695687,0.096060902,4.011644046,0.026260505,44
Gaia DR3 1618696555941960960,221.0053692,61.8312125,ms,12.312,0.022,2M,16.10398,0.002885,2.86916,0,1.001,100.76442,0.2943345,0.239913968,0.003518161,29.65150845,0.667970565,97.26850666,nan,nan,nan,3.473193068,0.029706876,43.5
Gaia DR3 1618811489266407040,219.8201665,61.9312738,ms,8.736,0.018,2M,10.271931,0.002824,0.92,0,1.126,100.530975,0.114624,0.895295285,0.002709847,2022.853918,51.12294646,17.20040618,6.392622064,1.861205026,0.031636235,8.793896944,0.053671503,27
Gaia DR3 1619012729958910848,220.2655576,62.89488371,ms,13.637,0.036,2M,17.601402,0.003052,3.114451,0,1,124.473358,1.1382905,0.165122651,0.003347636,12.07302285,0.51843032,123.2447207,nan,nan,nan,2.538496101,0.035497769,44
Gaia DR3 1619498787113235712,224.8394537,62.53083626,ms,12.44,0.026,2M,16.277193,0.002871,3.020229,0,1.078,91.669899,0.279789,0.208302216,0.002165241,20.9963465,0.600087741,107.3983274,nan,nan,nan,3.099457068,0.028005667,43.5
Gaia DR3 1620001985480691712,226.2281676,63.7416474,ms,8.65061796,0.085576246,GBP,10.512023,0.002813,1.016042,0,1.023,96.2287445,0.0865974,0.893813795,0.012839396,1995.43948,250.4901514,17.25596567,6.77681295,1.547543144,0.026152603,8.76430014,0.256430515,31
Gaia DR3 1620001985481723264,226.22784,63.74130409,ms,nan,nan,nan,14.971663,0.004934,nan,0,0.677,97.9426346,1.1884689,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan
Gaia DR3 1620064657644993024,228.2007427,63.88053409,ms,12.658,0.022,2M,16.512442,0.002838,2.958435,0,1.52,113.008034,0.852669,0.227384002,0.002208284,26.91518097,0.784764348,101.1467836,nan,nan,nan,3.352901485,0.022584175,44
Gaia DR3 1620262294859709440,221.8051913,62.77679364,ms,12.367,0.026,2M,16.204584,0.002836,2.92697,0,1.062,92.012558,0.2776413,0.214842205,0.002164755,22.86171927,0.653252475,105.2071887,0.4,-3.642,0.155,3.186747498,0.028005667,43.5
Gaia DR3 1620705604204013696,222.3737866,64.48515394,ms,12.674,0.029,2M,16.59754,0.002882,3.008171,0,0.986,102.185555,0.4062765,0.208456021,0.002443278,21.03841711,0.679736055,107.3462016,0.695,nan,nan,3.101509925,0.031237091,44
Gaia DR3 1620856404800311552,224.6301626,64.43149402,ms,13.765,0.052,2M,17.913605,0.003186,3.520345,0,1.025,108.676247,0.99786,0.13702363,0.003618799,7.795967966,0.462952177,134.9848265,nan,nan,nan,2.069746728,0.054011555,44.5
Gaia DR3 1622146754710466304,242.0046199,56.89447383,ms,12.79,0.02,2M,16.69131,0.002876,3.031552,0,1.103,105.249184,0.449654,0.20426506,0.001778791,19.92163693,0.466571061,108.7769599,nan,-4.98278147,0.13917729,3.045572403,0.021542821,44
Gaia DR3 1622700010922131200,240.3877827,57.94411051,wd,17.99126508,0.08560331,GBP,18.850033,0.003542,0.475113,0,1.01,130.659866,2.4795,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan
Gaia DR3 1624296196863441536,251.6845872,60.34380839,ms,12.119,0.028,2M,15.861121,0.003104,2.68434,0,1.041,135.026489,0.5174335,0.376742,0.002368984,67.3741627,1.862846425,64.40012424,nan,nan,nan,4.688473372,0.016418978,43
Gaia DR3 1625139968959135360,246.5478235,61.04245159,ms,12.963,0.033,2M,16.866392,0.00291,2.998571,0,1.068,122.209015,0.7675245,0.216485177,0.002881646,23.3558271,0.892557641,104.6647985,nan,-8.77658326,0.37526028,3.208676546,0.035545655,44
Gaia DR3 1626175468394178176,235.8728668,59.00542836,ms,12.977,0.035,2M,16.94137,0.002908,3.034268,0,0.976,122.785782,0.6934585,0.21618507,0.002990392,23.26478223,0.923287373,104.763633,nan,nan,nan,3.204670957,0.037699937,44
Gaia DR3 1627133898936364928,237.9433061,60.67349363,ms,10.764,0.017,2M,13.966065,0.002774,2.08147,0,1.048,128.791092,0.215073,0.560772959,0.002485614,246.0089441,5.217190184,38.5767039,36.5105,0.379241665,0.016917735,6.282736816,0.020812961,41
Gaia DR3 1627209971396805504,235.1119483,59.86846192,ms,12.379,0.028,2M,16.03627,0.002836,2.696914,0,1.06,116.815071,0.410084,0.280652002,0.005275482,38.04943245,1.125597663,85.79052325,nan,nan,nan,3.836984937,0.047661941,43
